Column1,id,Resource Acquisition:Substrate uptake:aromatic acid transport,Resource Acquisition:Substrate uptake:biopolymer transport,Resource Acquisition:Substrate uptake:carbohydrate transport:amino sugar transport,Resource Acquisition:Substrate uptake:carbohydrate transport:carbohydrate acid transport,Resource Acquisition:Substrate uptake:carbohydrate transport:carbohydrate derivative transport,Resource Acquisition:Substrate uptake:carbohydrate transport:carbohydrate phosphate transport,Resource Acquisition:Substrate uptake:carbohydrate transport:monosaccharide transport,Resource Acquisition:Substrate uptake:carbohydrate transport:oligosaccharide transport,Resource Acquisition:Substrate uptake:carbohydrate transport:polysaccharide transport,Resource Acquisition:Substrate uptake:carbohydrate transport:sugar alcohol transport,Resource Acquisition:Substrate uptake:carboxylate transport:dicarboxylate transport,Resource Acquisition:Substrate uptake:carboxylate transport:monocarboxylate transport,Resource Acquisition:Substrate uptake:carboxylate transport:tricarboxylate transport,Resource Acquisition:Substrate uptake:free amino acids transport,Resource Acquisition:Substrate uptake:ion transport:inorganic transport,Resource Acquisition:Substrate uptake:ion transport:metal transport,Resource Acquisition:Substrate uptake:lipid transport,Resource Acquisition:Substrate uptake:lipid transport:cell membrane lipid transport,Resource Acquisition:Substrate uptake:lipid transport:lipid precursor transport,Resource Acquisition:Substrate uptake:N compound transport:amide transport,Resource Acquisition:Substrate uptake:N compound transport:ammonium transport,Resource Acquisition:Substrate uptake:N compound transport:nitrate transport,Resource Acquisition:Substrate uptake:N compound transport:nitrite transport,Resource Acquisition:Substrate uptake:N compound:nitrogen transport,Resource Acquisition:Substrate uptake:N compound:urea transport,Resource Acquisition:Substrate uptake:N compound:uric acid transport,Resource Acquisition:Substrate uptake:nucleic acid component transport:nucleobase transport,Resource Acquisition:Substrate uptake:nucleic acid component transport:nucleoside transport,Resource Acquisition:Substrate uptake:nucleic acid component transport:nucleotide transport,Resource Acquisition:Substrate uptake:nucleic acid component transport:ribonucleoside transport,Resource Acquisition:Substrate uptake:organophosphorus compound transport,Resource Acquisition:Substrate uptake:osmolyte transport,Resource Acquisition:Substrate uptake:other transport,Resource Acquisition:Substrate uptake:peptide transport,Resource Acquisition:Substrate uptake:S compound transport,Resource Acquisition:Substrate uptake:secondary metabolite transport:siderophore-based transport,Resource Acquisition:Substrate uptake:vitamin transport:vitamin B transport,Resource Acquisition:Substrate uptake:vitamin transport:vitamin C transport,Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:cellulose breakdown,Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:chitin breakdown,Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:heteromannan breakdown,Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:mixed linkage glucan breakdown,Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:xylan and heteroxylan breakdown,Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:xyloglucan breakdown,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation,Resource Acquisition:Substrate degradation:simple compound degradation:sugar acid degradation,Resource Acquisition:Substrate degradation:simple compound degradation:alcohol degradation,Resource Acquisition:Substrate degradation:simple compound degradation:phenol degradation,Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation,Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy,Resource Acquisition:Substrate assimilation:N compounds:assimilatory nitrate reduction,Resource Acquisition:Substrate assimilation:N compounds:nitrogen fixation,Resource Acquisition:Substrate assimilation:N compounds:ammonia assimilation,Resource Acquisition:Substrate assimilation:S compounds:assimilatory sulfate reduction,Resource Acquisition:Substrate assimilation:P compounds,Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation:fermentation of pyruvate,Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation:fermentation of acetylene,Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration,Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:N (denitrification),Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S compounds,Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:Fe,Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:As,Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:Se,Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:hydrogenotrophic methanogenesis,Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:acetoclastic methanogenesis,Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:methylotrophic methanogenesis,Resource Use:Chemotrophy:chemolithoautotrophy:N compounds as electron donor:ammonia oxidation,Resource Use:Chemotrophy:chemolithoautotrophy:N compounds as electron donor:nitrite oxidation,Resource Use:Chemotrophy:chemolithoautotrophy:S compounds as electron donor,Resource Use:Chemotrophy:chemolithoautotrophy:Fe compounds as electron donor,Resource Use:Chemotrophy:chemolithoautotrophy:H as electron donor,Resource Use:Phototrophy:photosystem:oxygenic,Resource Use:Phototrophy:photosystem:anoxygenic,Resource Use:Phototrophy:pigments:core,Resource Use:Phototrophy:pigments:core:anoxygenic,Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene,Resource Use:Phototrophy:pigments:accessory:carotenoid:xanthophyll,Resource Use:Phototrophy:pigments:accessory:phycobiliprotein,Stress Tolerance:General:scavenging of reactive oxygen species,"Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins",Stress Tolerance:General:biofilm formation,"Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins",Stress Tolerance:Specific:temperature:high:heat-induced transcriptional regulation,Stress Tolerance:Specific:temperature:low:membrane stabilization,Stress Tolerance:Specific:temperature:low:destabilization of secondary structures in mRNAs,Stress Tolerance:Specific:temperature:low:cold-sensing machinery,Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes,Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment,Stress Tolerance:Specific:desiccation/osmotic/salt stress:osmotic sensing,"Stress Tolerance:Specific:pH stress:protection, repair, degradation of denatured/misfolded proteins",Stress Tolerance:Specific:pH stress:membrane stabilization,Stress Tolerance:Specific:pH stress:redox sensing,Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons,Stress Tolerance:Specific:oxidative stress:scavenging of reactive oxygen species,Stress Tolerance:Specific:oxidative stress:redox sensing,Stress Tolerance:Specific:oxygen limitation:redox sensing,Stress Tolerance:Specific:oxygen limitation:oxygen sensing,Stress Tolerance:Specific:envelope stress:misfolded protein/secretion stress sensing,Stress Tolerance:Specific:envelope stress:phage resistance,mingentime,ogt,bin length
22,H1-16-all-fractions_metab_maxb_54,0,0,0,0,0,0,5,1,2,2,1,2,0,4,5,5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,2,0,3,2,1,2,5,1,25,5,0,0,0,0,3,0,0,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,1,0,1,1,5,0,0,0,0,1,1,0,1,1,0,0,1,7.51568332015663,41.2543678272705,3405348
16,H1-16-all-fractions_metab_conc_57,0,0,0,0,0,0,1,0,1,0,1,1,0,2,7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2,3,1,1,3,1,25,3,0,0,0,0,1,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,6,1,0,3,0,2,0,0,2,1,0,1,2,0,0,0,0,1,8.58487280231468,40.1658571718663,2664009
17,H1-16-all-fractions_metab_conc_6,0,3,0,0,0,0,1,1,3,0,3,1,0,7,2,6,2,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1,0,2,0,3,2,2,2,8,2,33,3,0,0,0,0,2,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,1,1,4,1,4,3,0,2,1,0,3,1,0,0,0,0,1,8.65109690751406,35.9529664865103,7516630
18,H1-16-all-fractions_metab_conc_65,0,2,0,0,0,0,3,1,1,0,1,1,0,3,2,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,2,0,5,4,2,4,10,6,33,4,0,0,0,1,2,0,0,3,1,1,3,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,3,7,1,0,2,1,2,3,0,2,0,1,5,1,0,0,0,2,1,11.4228519955673,35.2460887753386,7136862
19,H1-16-all-fractions_metab_conc_68,0,0,0,0,0,0,6,5,2,3,2,3,0,5,3,7,0,0,1,0,1,0,0,0,1,0,1,0,1,0,4,0,0,0,0,0,3,0,5,4,1,3,9,5,27,2,0,1,0,0,3,0,0,2,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,7,1,0,1,1,0,2,0,2,1,1,2,1,0,0,0,0,1,14.0290759975991,36.0897695269202,6314257
5,H1-16-all-fractions_metab_74,0,3,0,0,0,0,0,0,1,0,1,0,0,3,1,4,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,0,2,4,1,1,5,0,22,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,6,1,0,2,0,2,2,0,2,1,1,2,1,0,0,0,0,1,5.27156762579381,32.2615492882801,2545672
2,H1-16-all-fractions_conc_93,0,0,1,0,0,0,3,1,2,1,2,2,0,3,5,7,0,0,1,0,1,0,0,0,0,0,2,0,1,0,3,0,0,1,0,0,2,0,4,3,1,2,12,6,32,3,0,0,0,0,4,0,0,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,7,3,7,1,0,1,0,3,3,0,2,1,1,3,2,0,0,0,0,1,18.046266512869,34.7506243582839,7976920
20,H1-16-all-fractions_metab_conc_94,1,0,0,0,0,0,2,0,2,0,1,1,0,5,5,6,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,2,0,2,1,1,2,1,2,20,4,0,0,0,0,2,1,0,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,5,1,0,3,1,4,1,0,1,1,1,1,2,1,1,0,0,1,3.11881196546671,31.2226676462895,4129197
21,H1-16-all-fractions_metab_conc_99,0,3,0,0,0,0,4,2,1,1,2,0,1,8,4,7,2,0,1,0,1,0,0,1,1,0,1,0,1,0,4,1,0,0,1,0,3,0,3,2,1,2,5,5,26,2,0,0,0,0,3,0,0,3,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,3,7,1,1,3,0,3,3,0,2,1,1,2,3,1,1,0,0,0,19.0818440169668,33.5797601584784,5962518
37,H1-18-all-fractions_metab_conc_10,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,1,3,2,6,3,23,4,0,0,0,0,1,0,0,3,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,1,7,1,0,2,0,4,1,0,2,1,2,0,2,1,1,0,0,0,6.02196080124575,37.3125977167917,3593456
61,H1-18-all-fractions_metab_maxb_101,0,0,0,0,0,0,4,7,2,0,2,0,0,3,8,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,4,4,1,1,8,3,26,2,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,1,0,1,1,2,2,0,2,0,1,1,1,0,0,0,0,1,24.7252922248156,42.4131812822741,5050636
38,H1-18-all-fractions_metab_conc_103,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,3,1,1,5,2,28,0,0,0,0,0,3,0,0,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,1,0,2,0,1,3,0,1,1,1,1,2,0,0,0,0,1,5.26297304012876,34.5033690345994,2194343
39,H1-18-all-fractions_metab_conc_105,0,3,0,1,0,0,0,0,1,0,1,0,1,2,1,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,5,4,1,2,10,4,26,3,0,0,0,0,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,7,1,0,3,0,1,2,0,2,0,0,1,2,0,0,0,0,1,15.61061219638,32.3374086129596,3973080
23,H1-18-all-fractions_conc_108,0,3,0,0,0,0,1,1,3,0,2,1,0,5,2,6,2,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1,0,2,0,3,2,2,2,8,2,33,2,0,0,0,0,2,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,3,6,1,1,3,1,4,3,0,2,1,0,2,2,0,0,0,0,1,11.8458446008264,36.6421293145896,6933267
24,H1-18-all-fractions_conc_118,0,3,0,1,0,0,0,1,2,0,2,0,0,8,4,5,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,2,0,6,2,1,2,7,2,27,2,0,0,0,0,2,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,7,1,0,3,1,2,3,0,2,0,1,4,2,1,1,0,0,1,4.00146751896235,37.3096902460212,4813784
25,H1-18-all-fractions_conc_122,0,0,0,1,0,0,1,3,2,0,2,1,0,3,7,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,3,2,1,2,8,3,21,1,0,0,0,0,1,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,0,2,0,3,2,0,1,0,2,2,1,1,1,0,0,0,6.40543116692855,34.7719171729555,4667634
26,H1-18-all-fractions_conc_125,0,0,1,1,0,0,5,8,3,0,4,2,1,8,5,8,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,2,0,2,0,1,2,0,8,5,3,4,12,7,37,5,0,0,0,0,2,1,0,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,6,1,6,1,0,2,1,3,1,0,2,1,2,2,1,1,1,0,0,1,4.72772778286955,29.8410154914178,10371010
