,rgrowth,xenzyme,rGco2,rMco2,rXco2,jEX,jDE,jDEco2,jD,jED,jV,jE,dreserve,response,isolate,ontology,turnover,pc1,pc2
46,0.0317581749633251,0.0002298764056966,0.0003720763131038,2.774228927418836e-05,2.6932141283287745e-06,1.0020282091970602e-05,0.0018087935730291,0.0003564289361217,0.0021652225091508,3.1252115894819187e-06,0.0015769473729774,3.1252115894819187e-06,0.0249198038535231,positive,Caulobacter sp. URHA0033,Organic acids,0.001580072584566882,0.4886474122158202,-0.10415275073207218
47,0.0094192542116569,5.069613652521432e-05,8.307981224532514e-08,6.000950141782834e-11,4.4715063522393944e-10,6.94510561092502e-10,5.460092559092884e-08,1.0759298412945462e-08,6.536022400387429e-08,3.592555385007258e-10,3.694297985064077e-08,3.592555385007258e-10,0.0088448451506153,undefined,Cellulomonas sp. URHD0024,Organic acids,3.73022353891415e-08,-0.252028997428517,-0.0029636797051398648
48,0.0054879878404141,2.508435908530821e-05,4.4238008718709816e-08,1.114854367867994e-10,2.0220199610270574e-10,4.5968110211473087e-10,3.915091692937588e-08,7.714821568035395e-09,4.6865738497411284e-08,2.695629178116895e-10,4.1769975062706985e-08,2.695629178116895e-10,0.0053273711801459,undefined,Cellulomonas sp. URHE0023,Organic acids,4.2039537980518675e-08,-0.2653538463459666,-0.005796292204816069
49,0.0363049595580664,7.742817494405006e-05,0.0004444703482347,9.20908073374068e-06,9.47929106642289e-07,2.1549989855027383e-06,0.0014719767243156,0.0002900580285483,0.001762034752864,3.5270922362127983e-06,0.0013550264248325,3.5270922362127983e-06,0.0506429712118804,positive,Comamonadaceae bacterium URHA0028,Organic acids,0.0013585535170687127,0.42143687515009387,-0.03452663370538346
50,0.0098804293553853,2.4332073923600443e-05,2.1004015857848646e-07,5.527437657325417e-09,5.172561314525152e-10,1.9244858017182172e-09,3.0192544606103497e-07,5.9495437805765656e-08,3.614208838668007e-07,2.3955546582905772e-09,1.6812743633073436e-07,2.3955546582905772e-09,0.0117533093902639,positive,Dongia sp. URHE0060,Organic acids,1.7052299098902493e-07,-0.24094768824821314,-0.000612420456060176
51,0.0393035288102602,0.0002826066804407,0.0005373191410403,1.230742335245659e-05,3.863520232998962e-06,6.00078674487073e-06,0.0014007389694577,0.0002760203862467,0.0016767593557044,2.5224209934001752e-06,0.0011478410059854,2.5224209934001752e-06,0.0430285440507806,undefined,Flavobacterium sp. URHB0058,Organic acids,0.0011503634269788001,0.601585264688258,-0.2054173252510718
52,0.0157730960538388,6.0753477974405375e-05,0.0004786081204386,7.928021481591052e-06,1.8434622983459308e-06,2.6173045052116143e-06,0.0011752679153489,0.0002315905468551,0.0014068584622041,1.9979979619574444e-06,0.0009474777008538,1.9979979619574444e-06,0.0159122139650199,negative,Geodermatophilaceae bacterium URHA0031,Organic acids,0.0009494756988157574,0.29012081712215665,-0.12203555279598148
53,0.0064552614665622,1.6738406613379477e-05,7.509188900576649e-07,2.2786955908769546e-10,1.947122634855324e-09,3.355720044669508e-09,2.1577902302859217e-07,4.2519991646518166e-08,2.582990146751104e-07,3.814001515664596e-09,5.7957965290275565e-08,3.814001515664596e-09,0.0068997997261727,negative,Geodermatophilaceae bacterium URHB0048,Organic acids,6.177196680594016e-08,-0.25902307211574044,-0.004696955525414922
54,0.0177870043164483,5.305189931666346e-05,0.0004985195950541,6.636012095581259e-06,1.486895201331859e-06,2.111058909485289e-06,0.0012204100624383,0.0002404859607383,0.0014608960231766,1.9997254876769728e-06,0.0010135107565722,1.9997254876769728e-06,0.0164708788074761,negative,Geodermatophilaceae bacterium URHB0062,Organic acids,0.0010155104820598771,0.28501164866807965,-0.10615122072113031
55,0.0194313712090188,7.097810410913747e-05,0.0004973649059775,3.68086738719917e-06,1.816753830544013e-06,3.5436303493381628e-06,0.0014793343436346,0.0002915078725025,0.0017708422161372,2.4255163202742606e-06,0.0012608481231541,2.4255163202742606e-06,0.0160191813579966,undefined,Intrasporangiaceae bacterium URHB0013,Organic acids,0.0012632736394743741,0.3556864137252896,-0.1255360110606209
56,0.0212324462523897,4.2640837396788574e-05,0.0004461787993447,4.199469095121975e-07,8.96054906090317e-07,2.0370694391052885e-06,0.0014658273315502,0.0002888462697529,0.0017546736013032,3.2031718019484124e-06,0.0014160581326737,3.2031718019484124e-06,0.026075992528926,undefined,Lysobacter sp. URHA0019,Organic acids,0.0014192613044756483,0.32671337349618323,-0.06718866744400193
57,0.0055305655214037,1.5114155170865164e-05,2.4664580667748774e-07,3.5200661714700717e-10,6.740437266206686e-10,2.5078244659489276e-09,1.7963784051490374e-07,3.539824849925359e-08,2.150360890141573e-07,2.266937101825558e-09,7.312202855417363e-08,2.266937101825558e-09,0.0049454714270239,undefined,Marmoricola sp. URHB0036,Organic acids,7.538896565599919e-08,-0.26667706949993114,-0.006152682305052167
58,0.0057062023008347,1.3743660729557442e-05,1.1194547917463595e-06,8.13208448897912e-09,2.696260323190525e-09,7.494329874694929e-09,5.538169410679318e-07,1.0913151509073425e-07,6.629484561586661e-07,8.940987259239401e-09,1.899269018603367e-07,8.940987259239401e-09,0.0061856971132114,positive,Mesorhizobium sp. URHA0056,Organic acids,1.988678891195761e-07,-0.26148999697547554,-0.005340826168716952
59,0.0093993561250019,2.622395091333844e-05,3.221170360555169e-07,5.2823218887659706e-09,8.986978713787384e-10,2.497955500761377e-09,3.437081809883189e-07,6.77288680768879e-08,4.114370490652069e-07,2.6489895565486237e-09,1.630829081361303e-07,2.6489895565486237e-09,0.0105617815469432,positive,Mesorhizobium sp. URHB0007,Organic acids,1.6573189769267894e-07,-0.2453818020202168,-0.0016116386776456166
60,0.0063335551762035,1.6646017934904656e-05,1.8559685845443146e-07,2.2846691010356305e-08,4.877905928888231e-10,1.8148573079069035e-09,1.7831950065698044e-07,3.513846513866833e-08,2.1345796579564882e-07,1.968568209327221e-09,2.175908496634787e-07,1.968568209327221e-09,0.0068863443353516,positive,Mesorhizobium sp. URHC0008,Organic acids,2.1955941787280593e-07,-0.2593442353910193,-0.004523241984599352
61,0.0152018408044293,4.691172195669291e-05,2.866037946372341e-06,5.37203807725402e-10,8.844374637733068e-09,1.7251205892766853e-08,3.4901248094033337e-06,6.87740984541725e-07,4.177865793945059e-06,3.6817269812805465e-08,4.886009519614618e-07,3.6817269812805465e-08,0.0115011260213717,undefined,Microbacterium sp. URHA0036,Organic acids,5.254182217742673e-07,-0.24008124880705572,-0.0015438429912015825
62,0.0081137387240144,4.85076789919593e-05,4.824078997718024e-07,1.989324298370029e-08,2.8840573182442803e-09,3.783075324542812e-09,2.53379217847352e-07,4.992923813934928e-08,3.033084559867013e-07,2.260941000765599e-09,1.7578735395316254e-07,2.260941000765599e-09,0.0107565838471295,negative,Micromonosporaceae bacterium URHE0070,Organic acids,1.7804829495392815e-07,-0.2444454242660381,-0.0015559265699276335
63,0.0095272332916182,1.6163655626490524e-05,9.955308267183356e-06,4.247293524310913e-08,1.6889916470070467e-08,2.6233274517343496e-08,2.0099842907485368e-06,3.960742525047761e-07,2.406058543253313e-06,6.035440342505151e-08,3.3330151992399257e-07,6.035440342505151e-08,0.0120521764537187,positive,Mycobacterium sp. URHB0044,Organic acids,3.936559233490441e-07,-0.2350485636232108,-0.0023132487305552903
64,0.0097281452099435,1.3464499193450328e-05,6.917672600313852e-06,1.3490830548464592e-08,9.574589517051411e-09,1.6501088008891267e-08,1.4763808456963202e-06,2.909258756712822e-07,1.7673067213676025e-06,4.2448964469600314e-08,2.576000846971289e-07,4.2448964469600314e-08,0.0108538398404252,positive,Mycobacterium sp. URHD0025,Organic acids,3.000490491667292e-07,-0.2412346228341912,-0.002589331648737497
65,0.0077653198536676,2.2703480300034092e-05,1.6223639223525318e-06,2.0115480183565192e-10,4.7433084592413525e-09,5.435341623017843e-09,2.8646191082905216e-07,5.6448295504067376e-08,3.429102063331196e-07,8.82725758098364e-09,4.9985261468866764e-08,8.82725758098364e-09,0.0137848972350923,undefined,Nocardioides sp. URHA0020,Organic acids,5.8812519049850404e-08,-0.23249401142681175,0.0006293488306027493
66,0.0059682106607267,1.824872289899728e-05,5.088109234987331e-08,1.329648384855586e-10,1.5557677298509822e-10,3.53684453406275e-10,3.315152730750291e-08,6.532621403135933e-09,3.968414871063885e-08,3.516502582552145e-10,4.125905647818293e-08,3.516502582552145e-10,0.0068687472407847,undefined,Nocardioides sp. URHA0032,Organic acids,4.1610706736438145e-08,-0.25953013531448205,-0.004545562947716191
67,0.0162789056021096,0.000162789056021,0.000369696304103,2.4847002222811542e-05,3.696963041030221e-06,2.619543846176167e-06,0.000715250355485,0.0001409425194049,0.00085619287489,1.1644051562630644e-06,0.0002737437761893,1.1644051562630644e-06,0.0183854069515632,negative,Paenibacillus sp. URHA0014,Organic acids,0.0002749081813455631,0.28279702515891963,-0.18530482409982083
69,0.027150988674697,5.0425805777531856e-05,0.0002015457899967,0.000343774501921,3.743181872093266e-07,1.392675683875159e-06,0.0015051785433745,0.0002966005601124,0.0018017791034869,3.874435019088533e-06,0.0011143036603958,3.874435019088533e-06,0.0368106856235931,positive,Rhodospirillales bacterium URHD0017,Organic acids,0.0011181780954148885,0.43689458898167416,0.598287456337781
70,0.0065750071606063,1.379467798041288e-05,3.343392206942003e-06,1.2013544497975167e-08,7.0145959890838485e-09,9.959158753038569e-09,8.283306352903202e-07,1.6322537380490657e-07,9.915560090952268e-07,2.2135427192832943e-08,1.824779386252906e-07,2.2135427192832943e-08,0.0121426856745355,undefined,Rhodospirillales bacterium URHD0088,Organic acids,2.0461336581812354e-07,-0.23786564869871585,-0.0009982249644903858
71,0.0136616844090747,5.7384356930596703e-05,2.659206845145632e-07,8.81438538980804e-09,1.1169696955725402e-09,4.155759959853097e-09,1.805917654998664e-07,3.5586222667561154e-08,2.1617798816742758e-07,3.046988763312342e-09,1.637674408284195e-07,3.046988763312342e-09,0.0163594101660241,negative,Solirubrobacter sp. URHD0082,Organic acids,1.6681442959173184e-07,-0.2234864380208944,0.0030850435590822783
72,0.0085424270068978,2.848152508247997e-05,1.6221659732825017e-07,6.970186534514373e-09,5.408505196319954e-10,2.012270290466817e-09,1.0771470050764017e-07,2.1225548718816752e-08,1.289402492264569e-07,1.629076138709362e-09,1.4290248830309148e-07,1.629076138709362e-09,0.0087103290830133,negative,Solirubrobacterales bacterium URHD0059,Organic acids,1.4453156444180084e-07,-0.25248089427360454,-0.0030741263999629798
73,0.0109832279344977,4.473253079781878e-05,3.195667042390751e-07,6.614812763433053e-12,1.3015324387862242e-09,4.842437907668795e-09,2.442669551532361e-07,4.813363573001153e-08,2.9240059088324765e-07,7.216593216858632e-09,4.430015919872326e-08,7.216593216858632e-09,0.0132846707017063,positive,Sphingomonas sp. URHD0007,Organic acids,5.151675241558189e-08,-0.23508949247364136,0.0005625543133675768
74,0.0219567108754943,4.514149633466408e-05,0.0003455025963102,1.7322128688879952e-07,7.103297152928379e-07,2.642828897515165e-06,0.0016372396983034,0.0003226236606233,0.0019598633589267,4.116826770585714e-06,0.0016853526383351,4.116826770585714e-06,0.0281753922669041,positive,Sphingomonas sp. URHD0057,Organic acids,0.0016894694651056858,0.33314284490264634,-0.04134318829881727
76,0.0051203579448876,2.879326049335326e-05,1.90395258048494e-06,5.412320747450981e-08,1.0706478571801936e-08,1.0954802574146775e-08,9.742987726025135e-07,1.919888925754493e-07,1.166287665177963e-06,7.964419436202622e-09,2.573948383823539e-07,7.964419436202622e-09,0.0077121854583974,positive,Streptomyces sp. URHA0041,Organic acids,2.653592578185565e-07,-0.2548078469523893,-0.0045438330983649106
77,0.0271532884903399,5.709374954184704e-05,0.0004550699690699,5.340458613316304e-05,9.56850985004551e-07,1.0964524088008984e-06,0.0010626738093534,0.0002094034946608,0.0012720773040142,3.038601548768817e-06,0.0008163043816394,3.038601548768817e-06,0.0602360040669373,positive,Variovorax sp. URHB0020,Organic acids,0.0008193429831881688,0.3916512392006837,0.04239155472534796
78,0.010683324596405,8.245144071533735e-05,2.503806528191792e-07,1.1556048963221069e-08,1.9323802591502976e-09,7.189549134608392e-09,1.0875257268560104e-07,2.1430064967512546e-08,1.301826376531136e-07,3.137496656108729e-09,1.7009543573060446e-07,3.137496656108729e-09,0.0141689701058671,positive,Acidobacteriaceae bacterium URHE0068,Organic acids,1.732329323867132e-07,-0.23171575615390405,0.0012714862747768175
80,0.0051860085664877,1.19727184270763e-05,2.7138808479725095e-07,6.027258307506818e-10,6.265421821201399e-10,9.73139984995111e-10,1.9515899352963613e-07,3.8456744581346355e-08,2.3361573811098249e-07,1.1937195480284915e-09,7.837333843998395e-08,1.1937195480284915e-09,0.0050668433806894,undefined,Blastococcus sp. URHD0036,Organic acids,7.956705798801244e-08,-0.2662110971659885,-0.00605400293988423
81,0.0227426399328858,3.3301269820141854e-05,0.0002893129195124,0.0001150264325184,4.236310130912767e-07,1.5761473287369028e-06,0.0015411981971037,0.0003036983555987,0.0018448965527025,3.642615698828101e-06,0.001236177544062,3.642615698828101e-06,0.0273386767536366,positive,Bradyrhizobium sp. URHA0002,Organic acids,0.0012398201597608282,0.3025864940289452,0.1788300587611302
82,0.0202961597584389,3.8646066375132464e-05,0.0002809141633227,0.0001456044931445,5.348907148294872e-07,1.9900964407509498e-06,0.0014777163981524,0.0002911890508329,0.0017689054489854,3.3775274045621603e-06,0.0012477402607964,3.3775274045621603e-06,0.023464330667592,positive,Bradyrhizobium sp. URHA0013,Organic acids,0.0012511177882009623,0.30923118229950625,0.22317197154509813
83,0.0221134558952745,3.728527721757393e-05,0.0002994258443215,9.924617163976962e-05,5.048589268229865e-07,1.8783611782680771e-06,0.0015590295463685,0.0003072120837227,0.0018662416300912,3.42666568014254e-06,0.0013093687443216,3.42666568014254e-06,0.0242836194492934,positive,Bradyrhizobium sp. URHD0069,Organic acids,0.0013127954100017425,0.30034934723913576,0.14353944945642616
84,0.0231501838299601,4.1378629183553886e-05,0.0004409383962067,7.544958076886073e-05,7.881331104514746e-07,1.0338098704706843e-06,0.001124034424141,0.0002214948128601,0.0013455292370011,1.866180933211344e-06,0.0006915456806215,1.866180933211344e-06,0.0231611471503817,positive,Burkholderia sp. URHA0054,Organic acids,0.0006934118615547114,0.23867861133284302,0.06235916041875748
85,0.0319479440976644,0.0002312500188392,0.0003660666707448,2.649754276501383e-05,2.6497143054767228e-06,9.858438111076744e-06,0.0017795923093849,0.000350674727632,0.0021302670370169,3.074755280405334e-06,0.0015065466732249,3.074755280405334e-06,0.0250714628311834,positive,Caulobacter sp. URHA0033,Organic acids,0.0015096214285053053,0.47218644950759214,-0.10362589228957605
86,0.0094191364954197,5.069550295505066e-05,8.307874836532977e-08,6.000868353866497e-11,4.4714490922862396e-10,6.945016675253096e-10,5.4597753327558574e-08,1.0758673307640456e-08,6.535642663519905e-08,3.5925092422465994e-10,3.6942476348883415e-08,3.5925092422465994e-10,0.0088447342703734,undefined,Cellulomonas sp. URHD0024,Organic acids,3.730172727310807e-08,-0.2520294175666149,-0.0029637691660675514
87,0.0054879109110782,2.5084007458602382e-05,4.423737736877987e-08,1.1148543169363559e-10,2.0219911034406136e-10,4.596745417011855e-10,3.914921232855231e-08,7.714485670635538e-09,4.686369799918785e-08,2.6955906030159336e-10,4.17699731544641e-08,2.6955906030159336e-10,0.0053272962967792,undefined,Cellulomonas sp. URHE0023,Organic acids,4.2039532214765694e-08,-0.26535412991053525,-0.005796352678557115
88,0.0366740643439164,7.821537069579763e-05,0.0004457250382395,9.18644263292312e-06,9.506050043260568e-07,2.1610823062420447e-06,0.0014761310204478,0.0002908766467549,0.0017670076672027,3.5370482799902227e-06,0.0013517132022023,3.5370482799902227e-06,0.0511759317551549,positive,Comamonadaceae bacterium URHA0028,Organic acids,0.0013552502504822904,0.42399618211521706,-0.034372505511199976
89,0.0098802607221198,2.433165863829921e-05,2.100202663887877e-07,5.5274337637314916e-09,5.17207143881951e-10,1.924303540207373e-09,3.0191078361077144e-07,5.949254851998626e-08,3.614033321307577e-07,2.395327876809522e-09,1.6812731789981365e-07,2.395327876809522e-09,0.0117531087173679,positive,Dongia sp. URHE0060,Organic acids,1.7052264577662318e-07,-0.2409484583131961,-0.0006125782888809072
91,0.0158017394510463,6.086380419035046e-05,0.0004755484676426,6.440435320927414e-06,1.831677386359258e-06,2.6005725637643077e-06,0.0011677551099527,0.0002301101229557,0.0013978652329084,1.985225844441487e-06,0.0007702610128633,1.985225844441487e-06,0.0159413524451301,negative,Geodermatophilaceae bacterium URHA0031,Organic acids,0.0007722462387077415,0.26493281568398647,-0.1239149731763874
92,0.0064549448130743,1.6737585535121893e-05,7.508257945151621e-07,2.2786874789105027e-10,1.946881239359204e-09,3.355304017609618e-09,2.1576761635185258e-07,4.25177439220041e-08,2.582853602738567e-07,3.813528057571635e-09,5.7957758964792124e-08,3.813528057571635e-09,0.0068994601525188,negative,Geodermatophilaceae bacterium URHB0048,Organic acids,6.177128702236376e-08,-0.2590244061869463,-0.004697206841374888
93,0.017821251253882,5.315404496436856e-05,0.0004975590059926,6.234960083414791e-06,1.484030127862148e-06,2.106991145416143e-06,0.0012180584147419,0.0002400225605476,0.0014580809752896,1.9958721882189594e-06,0.000952439291948,1.9958721882189594e-06,0.0165028776205065,negative,Geodermatophilaceae bacterium URHB0062,Organic acids,0.0009544351641362189,0.2766246462362283,-0.10665877566717065
94,0.0194080009367405,7.089273815112125e-05,0.000491122273012,3.552145207453471e-06,1.7939510006369392e-06,3.499152776894952e-06,0.0014607668984647,0.0002878490941726,0.0017486159926373,2.3950731369686005e-06,0.0012169333915903,2.3950731369686005e-06,0.0159997177691543,undefined,Intrasporangiaceae bacterium URHB0013,Organic acids,0.0012193284647272686,0.3448147424799347,-0.12411553776825475
95,0.0206916872453534,4.155483832650781e-05,0.000445071650256,4.116219191193495e-07,8.938314334060097e-07,2.032014650360645e-06,0.0014621904248232,0.0002881296048915,0.0017503200297147,3.1952235145681557e-06,0.0013881371948498,3.1952235145681557e-06,0.0254002006484644,undefined,Lysobacter sp. URHA0019,Organic acids,0.001391332418364368,0.31987743242954814,-0.06758226770906814
96,0.0055303211143839,1.5113487245386717e-05,2.466361681928073e-07,3.5200608038458896e-10,6.74017386176367e-10,2.5077264645759387e-09,1.796291462055756e-07,3.5396535255978985e-08,2.150256814615546e-07,2.26684929156992e-09,7.312191705301345e-08,2.26684929156992e-09,0.0049452524372239,undefined,Marmoricola sp. URHB0036,Organic acids,7.538876634458337e-08,-0.26667790308384326,-0.006152857322860308
97,0.0057059063618887,1.3742947946474036e-05,1.1193098758090951e-06,8.132069180632008e-09,2.6959112862354603e-09,7.493359716859195e-09,5.537867057427708e-07,1.0912555711689957e-07,6.629122628596703e-07,8.939834780134036e-09,1.899265443302551e-07,8.939834780134036e-09,0.0061853794843093,positive,Mesorhizobium sp. URHA0056,Organic acids,1.9886637911038912e-07,-0.2614912755531875,-0.005341048072396052
98,0.0093991573329229,2.622339628878205e-05,3.220720593119274e-07,5.282317881985715e-09,8.985723874731979e-10,2.497606714787709e-09,3.4369104066114e-07,6.772549051702021e-08,4.114165311781602e-07,2.6486199408484582e-09,1.630827844335277e-07,2.6486199408484582e-09,0.0105615582437482,positive,Mesorhizobium sp. URHB0007,Organic acids,1.6573140437437617e-07,-0.2453826720395134,-0.0016118077924913677
99,0.0063334789342166,1.6645817553689434e-05,1.8559457285139935e-07,2.284669005267988e-08,4.877845858062278e-10,1.8148349581570195e-09,1.7831138717130735e-07,3.5136866348673816e-08,2.1344825351998115e-07,1.9685446255747194e-09,2.1759084054261945e-07,1.9685446255747194e-09,0.0068862637440371,positive,Mesorhizobium sp. URHC0008,Organic acids,2.1955938516819418e-07,-0.25934454185209604,-0.004523306811191357
100,0.0152010027294703,4.690913572125206e-05,2.865917759302704e-06,5.371853758011866e-10,8.84400374959747e-09,1.7250482464842047e-08,3.489811371218164e-06,6.876792204794541e-07,4.177490591697618e-06,3.681540127684137e-08,4.885841876706272e-07,3.681540127684137e-08,0.0115004872595728,undefined,Microbacterium sp. URHA0036,Organic acids,5.253995889474686e-07,-0.24008375893219075,-0.001544330805777124
101,0.0081136360373451,4.850706508360481e-05,4.824016336236916e-07,1.9892992053174557e-08,2.8840198563156407e-09,3.783026184986205e-09,2.533639211201465e-07,4.9926223867137534e-08,3.032901449872841e-07,2.2609121081385656e-09,1.7578513659809465e-07,2.2609121081385656e-09,0.0107564499723849,negative,Micromonosporaceae bacterium URHE0070,Organic acids,1.7804604870623322e-07,-0.24444593673329013,-0.0015560329408423345
102,0.0095265825146449,1.6162551535243568e-05,9.955308267183356e-06,4.2471813211037823e-08,1.6889916470070467e-08,2.6233274517343496e-08,2.0097958371683942e-06,3.9603711708474804e-07,2.4058329542531424e-06,6.034683038984634e-08,3.332927149162516e-07,6.034683038984634e-08,0.0120513648290354,positive,Mycobacterium sp. URHB0044,Organic acids,3.93639545306098e-07,-0.23505164895765407,-0.0023139110182159605
103,0.0097275385078585,1.3463659471226022e-05,6.917184101022533e-06,1.3490433930427622e-08,9.573913396560604e-09,1.6499922765858812e-08,1.476245589191085e-06,2.90899222916107e-07,1.767144812107192e-06,4.2446364006586216e-08,2.5759251149860136e-07,4.2446364006586216e-08,0.0108531645612147,positive,Mycobacterium sp. URHD0025,Organic acids,3.000388755051876e-07,-0.24123740668827273,-0.002589787437432925
104,0.0077649163011119,2.270230043266595e-05,1.6222848779268637e-06,2.0115258964088063e-10,4.7430773569049635e-09,5.435076803607732e-09,2.8644377192929614e-07,5.644472117207124e-08,3.428884931013674e-07,8.826841042115897e-09,4.998471175734861e-08,8.826841042115897e-09,0.0137841761064091,undefined,Nocardioides sp. URHA0020,Organic acids,5.8811552799464504e-08,-0.23249678239434593,0.0006287860235868139
105,0.0059681481050121,1.824853162526943e-05,5.0880547492286425e-08,1.3296483313795968e-10,1.555751069991457e-10,3.53680665994313e-10,3.3150093336812383e-08,6.532338834325827e-09,3.9682432171138206e-08,3.516464787511188e-10,4.125905481882055e-08,3.516464787511188e-10,0.0068686749750857,undefined,Nocardioides sp. URHA0032,Organic acids,4.161070129757167e-08,-0.2595304088479186,-0.004545621372764414
106,0.0162766634802769,0.0001627666348027,0.0003798329366919,2.484253054588805e-05,3.7983293669191753e-06,2.691368620252864e-06,0.0007348496621676,0.0001448046295615,0.0008796542917291,1.196312255869572e-06,0.0002736945526058,1.196312255869572e-06,0.0183828762266666,negative,Paenibacillus sp. URHA0014,Organic acids,0.00027489086486166955,0.2950828621770987,-0.19172543095670813
108,0.0272713836852865,5.06494077794077e-05,0.0002023965393981,0.0003335431239085,3.758982300062413e-07,1.3985543380734774e-06,0.0014860074423498,0.0002928228293396,0.0017788302716895,3.825087971136004e-06,0.0010812538538915,3.825087971136004e-06,0.036975002437043,positive,Rhodospirillales bacterium URHD0017,Organic acids,0.001085078941862636,0.4255588813363517,0.5800650041777469
109,0.0065746145180828,1.37938541977095e-05,3.342953470743839e-06,1.2013475190399926e-08,7.013675499657114e-09,9.957851863754338e-09,8.282767015144069e-07,1.6321474597061058e-07,9.914914474850176e-07,2.2132532559242012e-08,1.8247688588901e-07,2.2132532559242012e-08,0.0121419660423346,undefined,Rhodospirillales bacterium URHD0088,Organic acids,2.0460941844825202e-07,-0.23786859234668212,-0.0009987075835131327
110,0.0136615871455662,5.738394838625319e-05,2.6591870660874935e-07,8.814117119689833e-09,1.1169613876033474e-09,4.155729049501763e-09,1.8057807187887886e-07,3.558352429289141e-08,2.1616159617177025e-07,3.046965994765791e-09,1.637624564896985e-07,3.046965994765791e-09,0.0163592931314848,negative,Solirubrobacter sp. URHD0082,Organic acids,1.6680942248446427e-07,-0.22348688350329837,0.003084948739845135
