genomesize,mingt,rrn,gramstain,kE,yEV,aX,gV,sav,yield,rho,Vmax,KD,BGE
6.306952,4.7,4,2,1.281439026953949,1.3597733711048157,0.0024085477529506433,0.26187310585119505,1.8025525095001214,0.1646153846153846,0.00012414337115579266,0.0013230416758202481,0.001513301532959749,0.5585658253486987
6.069513,5.01,4,2,1.2327180846114631,1.3597733711048157,0.0027899731177951355,0.2597785953516882,1.9157612512114506,0.1646153846153846,8.860523150426595e-5,0.0009485315392894569,0.0014097808822666213,0.5352726495892337
7.106298,5.12,3,2,1.2163061986697106,1.2687762783132508,0.002628226560249605,0.2590999722798956,1.4915155391345418,0.1646153846153846,3.477464415289268e-5,0.00036783753716826,0.0013048164457252162,0.3059208768558219
7.372737,4.16,10,1,1.3761459723751228,1.7623578889729934,0.005978462043446118,0.26632213159434154,1.406870904819919,0.1646153846153846,5.31120178927726e-5,0.0006650343903076438,0.001370886462517339,0.281921825352286
7.485871,4.36,8,1,1.339486861729633,1.643835616438356,0.0016965739298848562,0.264536853613385,1.373271716118754,0.1646153846153846,0.0002207826205214531,0.0027649683439568457,0.0019338805882769415,0.4768739205099033
6.657122,3.83,7,1,1.4412048173616492,1.58023989156911,0.001384076707622303,0.26970810454414107,1.6543931908633818,0.1646153846153846,0.00021268556909107155,0.002678822760942832,0.0017864579277127065,0.5023792666446611
7.371174,1.43,23,1,2.190244495183127,2.411300309566033,0.01,0.352352262187274,1.4073444517810836,0.1646153846153846,0.0005858790375118121,0.006908073461347034,0.003103304446710183,0.33234400103228245
6.208105,0.96,8,2,2.431609474667157,1.643835616438356,0.0015242966490819094,0.43418218383357904,1.8483217029468217,0.1646153846153846,0.002582358230676301,0.025205463976936907,0.007592066526273374,0.5162473946633336
8.179139,7.05,3,2,0.985893884622813,1.2687762783132508,0.0018572364484290543,0.2507859554172338,1.1931650486240597,0.1646153846153846,0.0006183377664455195,0.006506867309026054,0.003569793448220093,0.6421624520845709
6.640086,6.11,3,1,1.08612411058435,1.2687762783132508,0.004200386658945177,0.2541464445132815,1.6611356616006563,0.1646153846153846,3.803962962879702e-5,0.00048549450584810776,0.001302916297943727,0.4699246464015071
6.572728,4.74,3,1,1.274937838029642,1.2687762783132508,0.003334125660012262,0.26158646041813804,1.6882382789122592,0.1646153846153846,2.6909497389756572e-5,0.0003415618270407448,0.001271062359617662,0.3398793881527913
2.934896,6.3,3,2,1.0642571720425118,1.2687762783132508,0.004072803647943618,0.25338241454647425,6.070606278803607,0.1646153846153846,0.00021443479132811092,0.00242039217493499,0.0013597728704856048,0.6381360885440372
2.785891,6.78,3,2,1.012740988330837,1.2687762783132508,0.0020559316279491623,0.25165153039833005,6.594023235112028,0.1646153846153846,0.0004586613462177788,0.005194200572230177,0.0015164421599900223,0.6525038896463952
8.015544,4.04,14,1,1.3991161579189044,1.9773319509261735,0.0056232905596183365,0.2674845648309098,1.2320502977655905,0.1646153846153846,0.00014128256167996234,0.0017545532412203458,0.001722912166515139,0.34645741736650004
6.632341,8.33,12,2,0.8758086875903657,1.8726789939300528,0.00210264585676827,0.24747385534105326,1.664215784202945,0.1646153846153846,0.0008919758186287335,0.009567433861511808,0.0036509819631921035,0.44907427669144806
6.679185,7.0,3,2,0.9907577927636582,1.2687762783132508,0.00771776987316121,0.25094098993280134,1.6457272122219626,0.1646153846153846,2.5993742222721076e-5,0.0002779433580823885,0.0013257838652373595,0.1513881891832537
5.37721,1.31,20,1,2.2477286136540786,2.2709811740999424,0.003288109736099957,0.3663924020655212,2.321819453741311,0.1646153846153846,0.0015813568025323773,0.019003086891464974,0.004503198233839317,0.37215850494566766
6.972827,6.09,3,2,1.088478186013862,1.2687762783132508,0.0014642657984479742,0.2542297809368883,1.5370870279404814,0.1646153846153846,0.0004884900216135746,0.005193073348912381,0.002768167045993177,0.6476267099737583
7.193102,5.73,3,2,1.1326637389803507,1.2687762783132508,0.0019041073205517832,0.2558346230302514,1.463046917347435,0.1646153846153846,0.0004374663289827116,0.004633782742829529,0.0026784168652804613,0.6443573085902741
6.793945,5.32,3,2,1.1875567207318467,1.2687762783132508,0.0016860900166012288,0.25794212383275567,1.6018214822176178,0.1646153846153846,0.00047673233124159416,0.005064973555185165,0.0026717707623940758,0.6478116748296212
7.244804,2.43,10,2,1.8018828768112505,1.7623578889729934,0.0017873995942098266,0.2956261271007896,1.4465087859075414,0.1646153846153846,0.0007062226155614662,0.0072808054798222405,0.003582104671196752,0.46465070035612743
5.642219,2.9,3,2,1.6624263683109595,1.2687762783132508,0.007238338033028915,0.28384083070483,2.1511220229006907,0.1646153846153846,0.000702111035363685,0.0074393590293004375,0.0028091950504413243,0.6532419203273336
4.904121,6.24,5,2,1.071066953253495,1.4398745025029083,0.0021327161877211513,0.2536184150270583,2.687285910756417,0.1646153846153846,0.0009551656572565332,0.010437957422513352,0.0029479174842041937,0.5835717797204314
6.067264,6.09,3,2,1.088478186013862,1.2687762783132508,0.0024626534989937664,0.2542297809368883,1.916888564603415,0.1646153846153846,7.359138163178586e-5,0.0007909372709625466,0.0014337037070423194,0.5687310747225618
5.236918,2.72,9,1,1.7132422293119067,1.7043361957598753,0.003851715463282132,0.28781928729354134,2.421322348681541,0.1646153846153846,0.00037004657795906246,0.004684840809858794,0.001980253734040824,0.4773213362560155
4.705879,3.6,7,1,1.4902886097811696,1.58023989156911,0.002592986620307021,0.27246639527129346,2.8691878801728037,0.1646153846153846,0.00013617266099201107,0.0017574303810942993,0.0014770184644758704,0.4870704050346437
5.093035,2.24,9,1,1.8650105792362643,1.7043361957598753,0.0029826213775415965,0.3019879542099821,2.5307984038325233,0.1646153846153846,0.0004214692759082039,0.005293201138719539,0.0020457218816217785,0.47965920801413736
6.306952,4.7,4,2,1.281439026953949,1.3597733711048157,0.0024085477529506433,0.26187310585119505,1.8025525095001214,0.1646153846153846,0.00012414337115579266,0.0013230416758202481,0.0015792747203925513,0.5585624518668144
6.069513,5.01,4,2,1.2327180846114631,1.3597733711048157,0.0027899731177951355,0.2597785953516882,1.9157612512114506,0.1646153846153846,8.860523150426595e-5,0.0009485315392894569,0.0014712410317208088,0.5352680388818987
7.106298,5.12,3,2,1.2163061986697106,1.2687762783132508,0.002628226560249605,0.2590999722798956,1.4915155391345418,0.1646153846153846,3.477464415289268e-5,0.00036783753716826,0.001361700614586705,0.3058948232557632
7.372737,4.16,10,1,1.3761459723751228,1.7623578889729934,0.005978462043446118,0.26632213159434154,1.406870904819919,0.1646153846153846,5.31120178927726e-5,0.0006650343903076438,0.0014306509889986277,0.2819101851565467
7.485871,4.36,8,1,1.339486861729633,1.643835616438356,0.0016965739298848562,0.264536853613385,1.373271716118754,0.1646153846153846,0.0002207826205214531,0.0027649683439568457,0.002018189143937703,0.47796765758871346
6.657122,3.83,7,1,1.4412048173616492,1.58023989156911,0.001384076707622303,0.26970810454414107,1.6543931908633818,0.1646153846153846,0.00021268556909107155,0.002678822760942832,0.0018643395138598483,0.5023771115545788
7.371174,1.43,23,1,2.190244495183127,2.411300309566033,0.01,0.352352262187274,1.4073444517810836,0.1646153846153846,0.0005858790375118121,0.006908073461347034,0.0032385946591792308,0.33234178300801875
6.208105,0.96,8,2,2.431609474667157,1.643835616438356,0.0015242966490819094,0.43418218383357904,1.8483217029468217,0.1646153846153846,0.002582358230676301,0.025205463976936907,0.00792304671563492,0.5162436009541835
8.179139,7.05,3,2,0.985893884622813,1.2687762783132508,0.0018572364484290543,0.2507859554172338,1.1931650486240597,0.1646153846153846,0.0006183377664455195,0.006506867309026054,0.0037254204975069568,0.6421591092249662
6.640086,6.11,3,1,1.08612411058435,1.2687762783132508,0.004200386658945177,0.2541464445132815,1.6611356616006563,0.1646153846153846,3.803962962879702e-5,0.00048549450584810776,0.0013597176288492583,0.46991256064515713
6.572728,4.74,3,1,1.274937838029642,1.2687762783132508,0.003334125660012262,0.26158646041813804,1.6882382789122592,0.1646153846153846,2.6909497389756572e-5,0.0003415618270407448,0.001326475001092906,0.339855232160516
2.934896,6.3,3,2,1.0642571720425118,1.2687762783132508,0.004072803647943618,0.25338241454647425,6.070606278803607,0.1646153846153846,0.00021443479132811092,0.00242039217493499,0.0014190528939949528,0.6381349249710471
2.785891,6.78,3,2,1.012740988330837,1.2687762783132508,0.0020559316279491623,0.25165153039833005,6.594023235112028,0.1646153846153846,0.0004586613462177788,0.005194200572230177,0.00158255226473323,0.6529090899807134
8.015544,4.04,14,1,1.3991161579189044,1.9773319509261735,0.0056232905596183365,0.2674845648309098,1.2320502977655905,0.1646153846153846,0.00014128256167996234,0.0017545532412203458,0.0017980234413114107,0.3464523439399572
6.632341,8.33,12,2,0.8758086875903657,1.8726789939300528,0.00210264585676827,0.24747385534105326,1.664215784202945,0.1646153846153846,0.0008919758186287335,0.009567433861511808,0.0038101484690902113,0.44907144635744095
6.679185,7.0,3,2,0.9907577927636582,1.2687762783132508,0.00771776987316121,0.25094098993280134,1.6457272122219626,0.2,0.0023940536514920987,0.025598903983262696,0.007066296220567016,0.6374785912008027
5.37721,1.31,20,1,2.2477286136540786,2.2709811740999424,0.003288109736099957,0.3663924020655212,2.321819453741311,0.2,0.016347884160333274,0.19645171962009284,0.030063128150646812,0.4091820145574038
6.972827,6.09,3,2,1.088478186013862,1.2687762783132508,0.0014642657984479742,0.2542297809368883,1.5370870279404814,0.2,0.002241589900142215,0.023830048219138936,0.007081230199258275,0.6363241289319146
7.193102,5.73,3,2,1.1326637389803507,1.2687762783132508,0.0019041073205517832,0.2558346230302514,1.463046917347435,0.2,0.0023810645146989076,0.02522099399840118,0.007777496211817212,0.6363065760446822
6.793945,5.32,3,2,1.1875567207318467,1.2687762783132508,0.0016860900166012288,0.25794212383275567,1.6018214822176178,0.2,0.002847098539128196,0.030248585767477017,0.008394763790919767,0.6391253626079497
7.244804,2.43,10,2,1.8018828768112505,1.7623578889729934,0.0017873995942098266,0.2956261271007896,1.4465087859075414,0.2,0.006079942930457439,0.06268120112506964,0.018380861482429112,0.47601869193481383
5.642219,2.9,3,2,1.6624263683109595,1.2687762783132508,0.007238338033028915,0.28384083070483,2.1511220229006907,0.2,0.0021994978396296977,0.02330522280525079,0.005286989244262533,0.6325869574934672
4.904121,6.24,5,2,1.071066953253495,1.4398745025029083,0.0021327161877211513,0.2536184150270583,2.687285910756417,0.2,0.0020338559568273376,0.022225780124742547,0.004193417667550485,0.5642007600246054
6.067264,6.09,3,2,1.088478186013862,1.2687762783132508,0.0024626534989937664,0.2542297809368883,1.916888564603415,0.2,0.0018408978463116399,0.019785397235342325,0.005031214870878451,0.6346254472038728
5.236918,2.72,9,1,1.7132422293119067,1.7043361957598753,0.003851715463282132,0.28781928729354134,2.421322348681541,0.2,0.004463081962801835,0.05650323435605944,0.008665757627679882,0.49001988548883885
4.705879,3.6,7,1,1.4902886097811696,1.58023989156911,0.002592986620307021,0.27246639527129346,2.8691878801728037,0.2,0.0033842572443541453,0.043676876513527044,0.005933425030412295,0.523404529489409
5.093035,2.24,9,1,1.8650105792362643,1.7043361957598753,0.0029826213775415965,0.3019879542099821,2.5307984038325233,0.2,0.005369356471502861,0.06743334666069513,0.009811691048412848,0.4926078917591434
6.306952,4.7,4,2,1.281439026953949,1.3597733711048157,0.0024085477529506433,0.26187310585119505,1.8025525095001214,0.2,0.002512911588087876,0.026781025259251398,0.006816728989435193,0.5962375556410655
6.069513,5.01,4,2,1.2327180846114631,1.3597733711048157,0.0027899731177951355,0.2597785953516882,1.9157612512114506,0.2,0.0022884345772088317,0.024498015921087045,0.005995227254571606,0.5954586740690593
7.106298,5.12,3,2,1.2163061986697106,1.2687762783132508,0.002628226560249605,0.2590999722798956,1.4915155391345418,0.2,0.0020640169040234196,0.02183265747628008,0.006774547907817496,0.6335799783613336
7.372737,4.16,10,1,1.3761459723751228,1.7623578889729934,0.005978462043446118,0.26632213159434154,1.406870904819919,0.2,0.002950536015537034,0.0369447066412521,0.009711356239185124,0.46815523593842023
7.485871,4.36,8,1,1.339486861729633,1.643835616438356,0.0016965739298848562,0.264536853613385,1.373271716118754,0.2,0.002024630667886048,0.025355436454588036,0.007146995724172507,0.4943164711149761
6.657122,3.83,7,1,1.4412048173616492,1.58023989156911,0.001384076707622303,0.26970810454414107,1.6543931908633818,0.2,0.0025565350752359854,0.03220013646416385,0.007439233936998992,0.5179180471448607
7.371174,1.43,23,1,2.190244495183127,2.411300309566033,0.01,0.352352262187274,1.4073444517810836,0.2,0.004996308830473328,0.05891125339296811,0.01569260832045868,0.3464380516028007
6.208105,0.96,8,2,2.431609474667157,1.643835616438356,0.0015242966490819094,0.43418218383357904,1.8483217029468217,0.2,0.028142467764113676,0.27468844137271514,0.0637579750583704,0.5497079167926049
8.179139,7.05,3,2,0.985893884622813,1.2687762783132508,0.0018572364484290543,0.2507859554172338,1.1931650486240597,0.2,0.0018458529862177264,0.01942420648560933,0.00744632106518208,0.6297163637558933
6.640086,6.11,3,1,1.08612411058435,1.2687762783132508,0.004200386658945177,0.2541464445132815,1.6611356616006563,0.2,0.0013717383056679815,0.01750730533819496,0.004477218912869266,0.6323478242259604
6.572728,4.74,3,1,1.274937838029642,1.2687762783132508,0.003334125660012262,0.26158646041813804,1.6882382789122592,0.2,0.0015932544165107008,0.020223153244448382,0.0049627983903033565,0.6331565084781667
2.934896,6.3,3,2,1.0642571720425118,1.2687762783132508,0.004072803647943618,0.25338241454647425,6.070606278803607,0.2,0.0007837179248443748,0.00884606793935375,0.0016092053494416623,0.6256912355960074
2.785891,6.78,3,2,1.012740988330837,1.2687762783132508,0.0020559316279491623,0.25165153039833005,6.594023235112028,0.2,0.0011734233114246582,0.013288662944743113,0.0018103133860599332,0.6310361864335474
8.015544,4.04,14,1,1.3991161579189044,1.9773319509261735,0.0056232905596183365,0.2674845648309098,1.2320502977655905,0.2,0.003407979915231291,0.04232286090499838,0.01246487943247458,0.4214880677885757
6.632341,8.33,12,2,0.8758086875903657,1.8726789939300528,0.00210264585676827,0.24747385534105326,1.664215784202945,0.2,0.0018121765168803094,0.01943761098511767,0.005560412401428023,0.43673108248579573
6.679185,7.0,3,2,0.9907577927636582,1.2687762783132508,0.00771776987316121,0.25094098993280134,1.6457272122219626,0.06666666666666667,1.0857386174567341e-5,0.0001160948026451823,0.001512634676011971,0.1930317827208516
5.37721,1.31,20,1,2.2477286136540786,2.2709811740999424,0.003288109736099957,0.3663924020655212,2.321819453741311,0.06666666666666667,0.0006605205721346776,0.007937443216973449,0.0030787533272230907,0.4161903857148765
6.972827,6.09,3,2,1.088478186013862,1.2687762783132508,0.0014642657984479742,0.2542297809368883,1.5370870279404814,0.06666666666666667,0.00020403852441243926,0.002169106791122633,0.002223572230741047,0.7263651273085792
7.193102,5.73,3,2,1.1326637389803507,1.2687762783132508,0.0019041073205517832,0.2558346230302514,1.463046917347435,0.06666666666666667,0.0001827263204904711,0.0019354954071972574,0.0021793351827334878,0.7221338606163186
6.793945,5.32,3,2,1.1875567207318467,1.2687762783132508,0.0016860900166012288,0.25794212383275567,1.6018214822176178,0.06666666666666667,0.00019912742758783513,0.0021156004926658036,0.0021760593790513833,0.7261893959423102
7.244804,2.43,10,2,1.8018828768112505,1.7623578889729934,0.0017873995942098266,0.2956261271007896,1.4465087859075414,0.06666666666666667,0.00029498375403836627,0.003041136442725751,0.0026247546853652055,0.5208147435617789
5.642219,2.9,3,2,1.6624263683109595,1.2687762783132508,0.007238338033028915,0.28384083070483,2.1511220229006907,0.06666666666666667,0.000293266378617293,0.0031073630407001053,0.0022437945610808215,0.7317601858513193
4.904121,6.24,5,2,1.071066953253495,1.4398745025029083,0.0021327161877211513,0.2536184150270583,2.687285910756417,0.06666666666666667,0.0003989653476079211,0.0043598545234036536,0.0023121695873299223,0.6530587227679104
6.067264,6.09,3,2,1.088478186013862,1.2687762783132508,0.0024626534989937664,0.2542297809368883,1.916888564603415,0.06666666666666667,3.073855402004594e-5,0.0003303684139482021,0.0015658273847617792,0.6523513978297228
5.236918,2.72,9,1,1.7132422293119067,1.7043361957598753,0.003851715463282132,0.28781928729354134,2.421322348681541,0.06666666666666667,0.00015456560910136224,0.0019568219690410194,0.0018352169234888038,0.5350278515414497
4.705879,3.6,7,1,1.4902886097811696,1.58023989156911,0.002592986620307021,0.27246639527129346,2.8691878801728037,0.06666666666666667,5.6878273014355386e-5,0.0007340651514878496,0.0015871768348554465,0.5499920207863453
5.093035,2.24,9,1,1.8650105792362643,1.7043361957598753,0.0029826213775415965,0.3019879542099821,2.5307984038325233,0.06666666666666667,0.0001760444744755036,0.002210929398711315,0.001867485578153409,0.5371621111417388
6.306952,4.7,4,2,1.281439026953949,1.3597733711048157,0.0024085477529506433,0.26187310585119505,1.8025525095001214,0.06666666666666667,5.18537311827657e-5,0.0005526243307464575,0.0016375780136178484,0.6330700286185329
6.069513,5.01,4,2,1.2327180846114631,1.3597733711048157,0.0027899731177951355,0.2597785953516882,1.9157612512114506,0.06666666666666667,3.700972362062801e-5,0.0003961943275647501,0.001584329190782571,0.6108095355421789
7.106298,5.12,3,2,1.2163061986697106,1.2687762783132508,0.002628226560249605,0.2590999722798956,1.4915155391345418,0.06666666666666667,1.4525101365400557e-5,0.00015364290975566553,0.001530337715188329,0.36895013435934115
7.372737,4.16,10,1,1.3761459723751228,1.7623578889729934,0.005978462043446118,0.26632213159434154,1.406870904819919,0.06666666666666667,2.2184481319827327e-5,0.00027777974918234666,0.0015643227277952984,0.3254773185077523
7.485871,4.36,8,1,1.339486861729633,1.643835616438356,0.0016965739298848562,0.264536853613385,1.373271716118754,0.06666666666666667,9.221920226396077e-5,0.0011549060082835128,0.001853914942094095,0.5384784715779521
6.657122,3.83,7,1,1.4412048173616492,1.58023989156911,0.001384076707622303,0.26970810454414107,1.6543931908633818,0.06666666666666667,8.883712616650142e-5,0.0011189236609168904,0.0017780838583274304,0.5639994437367724
7.371174,1.43,23,1,2.190244495183127,2.411300309566033,0.01,0.352352262187274,1.4073444517810836,0.06666666666666667,0.0002447171672068569,0.0028854491457780307,0.0024554417238533263,0.37237837604244284
6.208105,0.96,8,2,2.431609474667157,1.643835616438356,0.0015242966490819094,0.43418218383357904,1.8483217029468217,0.06666666666666667,0.001078631168659409,0.01052812841498211,0.004764365548462176,0.5772549310167754
8.179139,7.05,3,2,0.985893884622813,1.2687762783132508,0.0018572364484290543,0.2507859554172338,1.1931650486240597,0.06666666666666667,0.0002582749285999363,0.0027178684221547305,0.0026953937530348414,0.7195443572806943
6.640086,6.11,3,1,1.08612411058435,1.2687762783132508,0.004200386658945177,0.2541464445132815,1.6611356616006563,0.06666666666666667,1.588886068341291e-5,0.0002027873205196327,0.0015293603195489097,0.5521454155464197
6.572728,4.74,3,1,1.274937838029642,1.2687762783132508,0.003334125660012262,0.26158646041813804,1.6882382789122592,0.06666666666666667,1.1239890063567554e-5,0.00014266774775624957,0.0015129753305909229,0.4145786053208639
2.934896,6.3,3,2,1.0642571720425118,1.2687762783132508,0.004072803647943618,0.25338241454647425,6.070606278803607,0.06666666666666667,8.956776283935712e-5,0.0010109791930690002,0.0015586061322252446,0.7184525567899157
2.785891,6.78,3,2,1.012740988330837,1.2687762783132508,0.0020559316279491623,0.25165153039833005,6.594023235112028,0.06666666666666667,0.00019157931615096453,0.0021695776236315273,0.0016391934854218509,0.7318395772156073
8.015544,4.04,14,1,1.3991161579189044,1.9773319509261735,0.0056232905596183365,0.2674845648309098,1.2320502977655905,0.06666666666666667,5.901263922478428e-5,0.0007328633922943445,0.0017453972691562245,0.39123116685470916
6.632341,8.33,12,2,0.8758086875903657,1.8726789939300528,0.00210264585676827,0.24747385534105326,1.664215784202945,0.06666666666666667,0.000372571438088771,0.003996243528308394,0.0027371553998276083,0.5028852323701148
6.679185,7.0,3,2,0.9907577927636582,1.2687762783132508,0.00771776987316121,0.25094098993280134,1.6457272122219626,0.42799999999999994,0.0001062960884223376,0.0011365924734493369,0.0014197695528476238,0.30288355589307225
