rgrowth,xenzyme,rGco2,rMco2,rXco2,jEX,jDE,jDEco2,jD,jED,jV,jE,dreserve,response,isolate,ontology
0.036587478877211706,0.00010697088099009263,0.0004182249741425123,3.613267340537496e-6,1.2227651455905036e-6,1.401162574205964e-6,0.0009057917498301194,0.00030193058327670645,0.0012077223331068258,2.178387393486919e-6,0.0008946970509285471,2.178387393486919e-6,0.0667300181060358,undefined,Nocardioides sp. URHA0020,Amino acids
0.061973705554628535,0.00018949414556234084,0.000379297678377376,4.332272065981258e-6,1.1597610443762173e-6,2.636572562803977e-6,0.0012511574496862877,0.00041705248322876256,0.0016682099329150503,2.6204848015354e-6,0.0013374158184005207,2.6204848015354e-6,0.07458985225648751,undefined,Nocardioides sp. URHA0032,Amino acids
0.07636259663915043,0.0007636259663915043,0.0004873990703915147,4.283981456388931e-5,4.873990703915147e-6,3.4535461169238115e-6,0.0009555545130949181,0.0003185181710316394,0.0012740726841265575,1.555618248948699e-6,0.00047172023587469094,1.555618248948699e-6,0.08813607308749816,negative,Paenibacillus sp. URHA0014,Amino acids
0.1713810749094395,0.0002612355982005143,0.0007207978762563323,3.719536005990801e-5,1.0987097874428839e-6,1.7065066911346925e-6,0.0018462339434490078,0.0006154113144830025,0.00246164525793201,3.5724889298206086e-6,0.0014768216960408516,3.5724889298206086e-6,0.12500582654182724,positive,Pseudomonas sp. URHB0015,Amino acids
0.049755769337596,9.240822833341203e-5,0.0001653487942811921,0.000328608975269229,3.070918074428275e-7,1.1425554716734378e-6,0.0013175762790270528,0.00043919209300901757,0.0017567683720360703,3.3915537078322837e-6,0.0010653552547021559,3.3915537078322837e-6,0.06839338990112333,positive,Rhodospirillales bacterium URHD0017,Amino acids
0.0580095339021046,0.00012170676326679173,0.00037575689605422207,6.0608130358085525e-5,7.883558532139225e-7,1.1192891377155515e-6,0.000999108887173662,0.00033303629572455404,0.0013321451828982162,2.6712494564464746e-6,0.000917214692529,2.6712494564464746e-6,0.11187757362123757,undefined,Rhodospirillales bacterium URHD0088,Amino acids
0.04521442221208065,0.00018991805585153801,0.00026728781856165336,7.265485507339722e-5,1.1227121871849277e-6,4.177125281407609e-6,0.0013665300018345376,0.0004555100006115126,0.0018220400024460503,3.2358532339466075e-6,0.0013427496967591025,3.2358532339466075e-6,0.05547838653519714,negative,Solirubrobacter sp. URHD0082,Amino acids
0.05176943290705996,0.00017260579465971178,0.00027704886781505767,6.275102499510104e-5,9.237157392595291e-7,3.4367457762882094e-6,0.0014050671273182556,0.0004683557091060852,0.0018734228364243408,2.9172889070380044e-6,0.0012802051598126032,2.9172889070380044e-6,0.053986122905807454,negative,Solirubrobacterales bacterium URHD0059,Amino acids
0.02469662189353209,0.00010058449173986187,0.00028191115061750266,2.295589377421254e-7,1.1481687626309475e-6,4.271838161598437e-6,0.0013383617167810119,0.00044612057226033725,0.001784482289041349,3.2244951886186586e-6,0.0015281110612327198,3.2244951886186586e-6,0.030265182817086646,positive,Sphingomonas sp. URHD0007,Amino acids
0.035936171365647106,7.388231129803491e-5,0.00028471349599654215,1.55533230776003e-7,5.853514813232681e-7,2.177839074924083e-6,0.0013489101646594842,0.0004496367215531614,0.0017985468862126456,3.3919857816638306e-6,0.0015142945722532648,3.3919857816638306e-6,0.0467738908332914,positive,Sphingomonas sp. URHD0057,Amino acids
0.3186756497401099,0.0005602495435739596,0.001347913046970184,4.6830001543240174e-8,2.3697062199709765e-6,2.560188673695018e-6,0.001888643413088007,0.000629547804362669,0.002518191217450676,5.781852222795757e-6,0.0018658035298734312,5.781852222795757e-6,0.27507466554786325,undefined,Staphylococcus sp. URHA0057,Amino acids
0.061374631869092075,0.0003451273879895162,0.00032781847448074225,0.00014134165109834274,1.8434185328160422e-6,1.8861744272957796e-6,0.0009200235300376335,0.0003066745100125445,0.001226698040050178,1.779979357851316e-6,0.0006704970688002365,1.779979357851316e-6,0.09165419666953681,positive,Streptomyces sp. URHA0041,Amino acids
0.035525723690519956,7.469801572656688e-5,0.00037087346174361895,4.662452570334318e-5,7.798155477205257e-7,8.935880812355496e-7,0.0008743106271093175,0.0002914368757031058,0.0011657475028124232,2.500050534131969e-6,0.0007129563170056967,2.500050534131969e-6,0.07953597464656159,positive,Variovorax sp. URHB0020,Amino acids
0.010683384349468573,8.245190187573082e-5,2.5038210345636007e-7,1.1556105133465252e-8,1.932391454834229e-9,7.189590788894263e-9,1.0875791490841095e-7,2.1431117670718178e-8,1.3018903257912914e-7,3.137514745209117e-9,1.7009626250936307e-7,3.137514745209117e-9,0.014169048959895774,positive,Acidobacteriaceae bacterium URHE0068,Organic acids
0.04350304704384686,0.00014304279253488775,0.0007136817721881433,6.271817856338576e-6,2.346663983608905e-6,1.846340474138587e-6,0.001293131812093142,0.00025481602927065593,0.001547947841363798,2.133055985728133e-6,0.000746462128298019,2.133055985728133e-6,0.044982422912206846,negative,Bacillus sp. URHB0009,Organic acids
0.00518621740941474,1.1973200573900401e-5,2.7141624860738554e-7,6.027263187128866e-10,6.266072027162788e-10,9.732409744316673e-10,1.9516852696684575e-7,3.84586231776289e-8,2.3362715014447464e-7,1.1938433986107362e-9,7.837340189041964e-8,1.1938433986107362e-9,0.005067047519732878,undefined,Blastococcus sp. URHD0036,Organic acids
0.022735812946648077,3.3291273297687436e-5,0.00029105244888411193,0.00011669557292896322,4.2617814645553233e-7,1.585624107641055e-6,0.0015504659676013734,0.0003055246013505469,0.0018559905689519204,3.6645198185564705e-6,0.0012540271464605776,3.6645198185564705e-6,0.027330362134141997,positive,Bradyrhizobium sp. URHA0002,Organic acids
0.020320177226887285,3.869179821262583e-5,0.0002793202751876179,0.00014364782155375198,5.318557807632819e-7,1.9788047669274576e-6,0.0014681370872871374,0.000289301414990283,0.0017574385022774204,3.355632733511082e-6,0.001231053481546938,3.355632733511082e-6,0.023492284595311365,positive,Bradyrhizobium sp. URHA0013,Organic acids
0.022143030516652364,3.73351426914239e-5,0.0003009131054675804,9.926072412982968e-5,5.073665829933599e-7,1.8876910796496672e-6,0.0015667734914276109,0.0003087380544802106,0.0018755115459078214,3.4436863580393638e-6,0.0013095597626366442,3.4436863580393638e-6,0.02431648762764687,positive,Bradyrhizobium sp. URHD0069,Organic acids
0.023351979110283905,4.1739317985717796e-5,0.00043226543650704317,7.001129696922386e-5,7.726310658036225e-7,1.0134755302978088e-6,0.001115968848024842,0.0002199054636071051,0.001335874311631947,1.8527995148285435e-6,0.0006418280294325381,1.8527995148285435e-6,0.02336407195112678,positive,Burkholderia sp. URHA0054,Organic acids
0.03175817496332517,0.00022987640569662322,0.0003720763131038503,2.774228927418836e-5,2.6932141283287745e-6,1.0020282091970602e-5,0.001808793573029105,0.00035642893612175736,0.0021652225091508626,3.1252115894819187e-6,0.0015769473729774748,3.1252115894819187e-6,0.024919803853523194,positive,Caulobacter sp. URHA0033,Organic acids
0.009419254211656954,5.0696136525214315e-5,8.307981224532513e-8,6.000950141782834e-11,4.471506352239395e-10,6.94510561092502e-10,5.4600925590928836e-8,1.0759298412945462e-8,6.536022400387429e-8,3.592555385007258e-10,3.694297985064077e-8,3.592555385007258e-10,0.008844845150615305,undefined,Cellulomonas sp. URHD0024,Organic acids
0.005487987840414119,2.508435908530821e-5,4.4238008718709816e-8,1.114854367867994e-10,2.0220199610270577e-10,4.596811021147309e-10,3.915091692937588e-8,7.714821568035395e-9,4.686573849741128e-8,2.695629178116895e-10,4.176997506270698e-8,2.695629178116895e-10,0.005327371180145987,undefined,Cellulomonas sp. URHE0023,Organic acids
0.03630495955806645,7.742817494405006e-5,0.00044447034823474077,9.20908073374068e-6,9.47929106642289e-7,2.1549989855027383e-6,0.0014719767243156735,0.0002900580285483924,0.0017620347528640658,3.5270922362127983e-6,0.0013550264248325852,3.5270922362127983e-6,0.05064297121188043,positive,Comamonadaceae bacterium URHA0028,Organic acids
0.009880429355385342,2.4332073923600443e-5,2.1004015857848643e-7,5.527437657325417e-9,5.172561314525152e-10,1.924485801718217e-9,3.0192544606103497e-7,5.949543780576565e-8,3.614208838668007e-7,2.3955546582905776e-9,1.6812743633073436e-7,2.3955546582905776e-9,0.011753309390263929,positive,Dongia sp. URHE0060,Organic acids
0.039303528810260245,0.0002826066804407771,0.0005373191410403324,1.230742335245659e-5,3.863520232998962e-6,6.00078674487073e-6,0.0014007389694577525,0.00027602038624673943,0.0016767593557044918,2.5224209934001752e-6,0.00114784100598547,2.5224209934001752e-6,0.043028544050780625,undefined,Flavobacterium sp. URHB0058,Organic acids
0.015773096053838823,6.0753477974405375e-5,0.0004786081204386463,7.928021481591052e-6,1.8434622983459308e-6,2.6173045052116143e-6,0.0011752679153489765,0.00023159054685513902,0.0014068584622041157,1.9979979619574444e-6,0.0009474777008538062,1.9979979619574444e-6,0.015912213965019996,negative,Geodermatophilaceae bacterium URHA0031,Organic acids
0.006455261466562282,1.6738406613379477e-5,7.509188900576649e-7,2.2786955908769549e-10,1.947122634855324e-9,3.355720044669508e-9,2.1577902302859217e-7,4.2519991646518166e-8,2.5829901467511035e-7,3.814001515664596e-9,5.795796529027556e-8,3.814001515664596e-9,0.00689979972617275,negative,Geodermatophilaceae bacterium URHB0048,Organic acids
0.01778700431644834,5.305189931666346e-5,0.0004985195950541404,6.636012095581259e-6,1.486895201331859e-6,2.111058909485289e-6,0.001220410062438309,0.000240485960738304,0.0014608960231766131,1.9997254876769728e-6,0.0010135107565722753,1.9997254876769728e-6,0.01647087880747611,negative,Geodermatophilaceae bacterium URHB0062,Organic acids
0.01943137120901881,7.097810410913747e-5,0.0004973649059775733,3.6808673871991702e-6,1.816753830544013e-6,3.5436303493381628e-6,0.0014793343436346573,0.0002915078725025936,0.001770842216137251,2.4255163202742606e-6,0.0012608481231541333,2.4255163202742606e-6,0.016019181357996654,undefined,Intrasporangiaceae bacterium URHB0013,Organic acids
0.021232446252389733,4.2640837396788574e-5,0.00044617879934472516,4.199469095121975e-7,8.96054906090317e-7,2.0370694391052885e-6,0.0014658273315502146,0.00028884626975298887,0.0017546736013032036,3.2031718019484124e-6,0.0014160581326737006,3.2031718019484124e-6,0.026075992528926013,undefined,Lysobacter sp. URHA0019,Organic acids
0.00553056552140374,1.5114155170865165e-5,2.4664580667748774e-7,3.5200661714700717e-10,6.740437266206687e-10,2.5078244659489276e-9,1.7963784051490372e-7,3.539824849925359e-8,2.150360890141573e-7,2.266937101825558e-9,7.312202855417362e-8,2.266937101825558e-9,0.004945471427023916,undefined,Marmoricola sp. URHB0036,Organic acids
0.005706202300834798,1.3743660729557442e-5,1.1194547917463597e-6,8.13208448897912e-9,2.696260323190525e-9,7.494329874694929e-9,5.538169410679318e-7,1.0913151509073425e-7,6.629484561586661e-7,8.940987259239401e-9,1.899269018603367e-7,8.940987259239401e-9,0.006185697113211436,positive,Mesorhizobium sp. URHA0056,Organic acids
0.00939935612500193,2.622395091333844e-5,3.221170360555169e-7,5.28232188876597e-9,8.986978713787385e-10,2.4979555007613773e-9,3.437081809883189e-7,6.772886807688789e-8,4.1143704906520685e-7,2.6489895565486237e-9,1.6308290813613028e-7,2.6489895565486237e-9,0.01056178154694327,positive,Mesorhizobium sp. URHB0007,Organic acids
0.0063335551762035815,1.6646017934904656e-5,1.8559685845443143e-7,2.2846691010356305e-8,4.877905928888231e-10,1.8148573079069035e-9,1.7831950065698042e-7,3.513846513866833e-8,2.1345796579564876e-7,1.968568209327221e-9,2.175908496634787e-7,1.968568209327221e-9,0.00688634433535167,positive,Mesorhizobium sp. URHC0008,Organic acids
0.01520184080442932,4.691172195669291e-5,2.866037946372341e-6,5.37203807725402e-10,8.844374637733068e-9,1.725120589276685e-8,3.4901248094033337e-6,6.87740984541725e-7,4.177865793945059e-6,3.681726981280546e-8,4.886009519614618e-7,3.681726981280546e-8,0.011501126021371794,undefined,Microbacterium sp. URHA0036,Organic acids
0.008113738724014446,4.85076789919593e-5,4.824078997718024e-7,1.9893242983700286e-8,2.88405731824428e-9,3.783075324542812e-9,2.5337921784735194e-7,4.992923813934928e-8,3.0330845598670126e-7,2.2609410007655992e-9,1.7578735395316252e-7,2.2609410007655992e-9,0.010756583847129539,negative,Micromonosporaceae bacterium URHE0070,Organic acids
0.009527233291618203,1.6163655626490524e-5,9.955308267183356e-6,4.247293524310913e-8,1.6889916470070467e-8,2.6233274517343496e-8,2.0099842907485368e-6,3.960742525047761e-7,2.406058543253313e-6,6.035440342505151e-8,3.3330151992399257e-7,6.035440342505151e-8,0.012052176453718776,positive,Mycobacterium sp. URHB0044,Organic acids
0.009728145209943528,1.3464499193450328e-5,6.9176726003138515e-6,1.3490830548464592e-8,9.57458951705141e-9,1.6501088008891267e-8,1.4763808456963202e-6,2.909258756712822e-7,1.7673067213676023e-6,4.244896446960031e-8,2.5760008469712883e-7,4.244896446960031e-8,0.010853839840425279,positive,Mycobacterium sp. URHD0025,Organic acids
0.007765319853667685,2.2703480300034095e-5,1.6223639223525318e-6,2.0115480183565192e-10,4.7433084592413525e-9,5.435341623017843e-9,2.8646191082905216e-7,5.644829550406737e-8,3.4291020633311953e-7,8.82725758098364e-9,4.998526146886676e-8,8.82725758098364e-9,0.013784897235092356,undefined,Nocardioides sp. URHA0020,Organic acids
0.005968210660726748,1.824872289899728e-5,5.088109234987331e-8,1.329648384855586e-10,1.5557677298509825e-10,3.53684453406275e-10,3.315152730750291e-8,6.532621403135933e-9,3.968414871063885e-8,3.516502582552145e-10,4.125905647818293e-8,3.516502582552145e-10,0.006868747240784797,undefined,Nocardioides sp. URHA0032,Organic acids
0.01627890560210967,0.00016278905602109682,0.00036969630410302215,2.4847002222811542e-5,3.696963041030221e-6,2.619543846176167e-6,0.0007152503554850345,0.00014094251940496996,0.0008561928748900044,1.1644051562630644e-6,0.00027374377618936036,1.1644051562630644e-6,0.018385406951563238,negative,Paenibacillus sp. URHA0014,Organic acids
0.07584326928622682,0.00011560764122841243,0.0008315644900271039,3.261083644125795e-5,1.2675509656438213e-6,1.9687493721701908e-6,0.002194460329627715,0.0004324258844754429,0.002626886214103158,3.965132146328557e-6,0.0012953480446704657,3.965132146328557e-6,0.05305033703475243,positive,Pseudomonas sp. URHB0015,Organic acids
0.027150988674697014,5.0425805777531856e-5,0.0002015457899967148,0.00034377450192108437,3.7431818720932664e-7,1.3926756838751587e-6,0.0015051785433745231,0.00029660056011247506,0.0018017791034869984,3.874435019088533e-6,0.0011143036603958143,3.874435019088533e-6,0.0368106856235931,positive,Rhodospirillales bacterium URHD0017,Organic acids
0.006575007160606345,1.379467798041288e-5,3.343392206942003e-6,1.2013544497975167e-8,7.0145959890838485e-9,9.959158753038569e-9,8.283306352903202e-7,1.6322537380490657e-7,9.915560090952268e-7,2.213542719283294e-8,1.824779386252906e-7,2.213542719283294e-8,0.012142685674535532,undefined,Rhodospirillales bacterium URHD0088,Organic acids
0.013661684409074707,5.7384356930596703e-5,2.659206845145632e-7,8.81438538980804e-9,1.1169696955725404e-9,4.155759959853097e-9,1.8059176549986638e-7,3.558622266756115e-8,2.1617798816742755e-7,3.046988763312342e-9,1.6376744082841947e-7,3.046988763312342e-9,0.016359410166024158,negative,Solirubrobacter sp. URHD0082,Organic acids
0.008542427006897871,2.8481525082479972e-5,1.6221659732825015e-7,6.970186534514373e-9,5.408505196319954e-10,2.012270290466817e-9,1.0771470050764015e-7,2.1225548718816752e-8,1.289402492264569e-7,1.629076138709362e-9,1.4290248830309148e-7,1.629076138709362e-9,0.00871032908301331,negative,Solirubrobacterales bacterium URHD0059,Organic acids
0.010983227934497774,4.473253079781878e-5,3.195667042390751e-7,6.614812763433053e-12,1.3015324387862244e-9,4.842437907668795e-9,2.442669551532361e-7,4.813363573001153e-8,2.9240059088324765e-7,7.216593216858632e-9,4.430015919872326e-8,7.216593216858632e-9,0.013284670701706395,positive,Sphingomonas sp. URHD0007,Organic acids
0.021956710875494306,4.514149633466408e-5,0.00034550259631027115,1.7322128688879952e-7,7.103297152928379e-7,2.642828897515165e-6,0.0016372396983034454,0.00032262366062333085,0.0019598633589267764,4.116826770585714e-6,0.00168535263833513,4.116826770585714e-6,0.02817539226690411,positive,Sphingomonas sp. URHD0057,Organic acids
0.08437071833307369,0.0001483284225690313,0.0010963294355848952,5.274162588140974e-8,1.9274082170823172e-6,2.0823377367939283e-6,0.0022790973365477956,0.0004491038950471715,0.0027282012315949667,4.701327312962107e-6,0.002100337354270711,4.701327312962107e-6,0.06591763321853608,undefined,Staphylococcus sp. URHA0057,Organic acids
0.005120357944887609,2.879326049335326e-5,1.9039525804849402e-6,5.412320747450981e-8,1.0706478571801936e-8,1.0954802574146775e-8,9.742987726025137e-7,1.919888925754493e-7,1.166287665177963e-6,7.964419436202622e-9,2.5739483838235383e-7,7.964419436202622e-9,0.007712185458397435,positive,Streptomyces sp. URHA0041,Organic acids
0.027153288490339926,5.709374954184704e-5,0.00045506996906992907,5.3404586133163034e-5,9.56850985004551e-7,1.0964524088008984e-6,0.0010626738093534077,0.00020940349466080043,0.0012720773040142083,3.038601548768817e-6,0.0008163043816394786,3.038601548768817e-6,0.06023600406693739,positive,Variovorax sp. URHB0020,Organic acids
0.01068332459640509,8.245144071533735e-5,2.5038065281917915e-7,1.1556048963221067e-8,1.9323802591502976e-9,7.189549134608392e-9,1.0875257268560104e-7,2.1430064967512546e-8,1.301826376531136e-7,3.137496656108729e-9,1.7009543573060444e-7,3.137496656108729e-9,0.014168970105867177,positive,Acidobacteriaceae bacterium URHE0068,Organic acids
0.04285020244923059,0.00014089616786716928,0.0007225627731360949,6.876501334440106e-6,2.375865689292178e-6,1.8693161926451589e-6,0.0013092233680828025,0.00025798692520232017,0.0015672102932851226,2.1595993530216088e-6,0.0008182863321420019,2.1595993530216088e-6,0.04429408153644663,negative,Bacillus sp. URHB0009,Organic acids
0.00518600856648778,1.19727184270763e-5,2.7138808479725095e-7,6.027258307506818e-10,6.265421821201399e-10,9.73139984995111e-10,1.9515899352963613e-7,3.845674458134635e-8,2.3361573811098249e-7,1.1937195480284915e-9,7.837333843998395e-8,1.1937195480284915e-9,0.005066843380689411,undefined,Blastococcus sp. URHD0036,Organic acids
0.022742639932885833,3.3301269820141854e-5,0.0002893129195124941,0.00011502643251844228,4.236310130912767e-7,1.5761473287369028e-6,0.0015411981971037837,0.00030369835559871983,0.0018448965527025037,3.6426156988281014e-6,0.0012361775440620224,3.6426156988281014e-6,0.027338676753636618,positive,Bradyrhizobium sp. URHA0002,Organic acids
0.020296159758438917,3.8646066375132464e-5,0.0002809141633227288,0.00014560449314456327,5.348907148294872e-7,1.9900964407509498e-6,0.0014777163981524362,0.00029118905083298465,0.001768905448985421,3.3775274045621603e-6,0.0012477402607964092,3.3775274045621603e-6,0.023464330667592077,positive,Bradyrhizobium sp. URHA0013,Organic acids
0.022113455895274504,3.728527721757393e-5,0.00029942584432156625,9.924617163976962e-5,5.048589268229865e-7,1.8783611782680773e-6,0.0015590295463685684,0.00030721208372271974,0.0018662416300912882,3.4266656801425397e-6,0.0013093687443216913,3.4266656801425397e-6,0.024283619449293414,positive,Bradyrhizobium sp. URHD0069,Organic acids
