isolate,response,sample,relabundance,measurement,rgrowth,BR,BP,CUE,biomass
Intrasporangiaceae bacterium URHB0013,undefined,week9,0.0019255729163305648,0.003892944024118138,0.0030675879848606016,2.6061664713043364e-8,3.5551398459090553e-8,0.5790636809875944,6.1396905481415806e-6
Pseudomonas sp. URHB0015,positive,week9,0.00012954620808755608,0.00048661802475564314,0.0033093513943262265,1.1165109123951182e-9,1.6783431451260523e-9,0.6024803274511513,4.1305817224436277e-7
Variovorax sp. URHB0020,positive,week9,0.014343186777086321,0.051581508478998415,0.0032063115612804343,1.1643162588593146e-7,2.4348057218642943e-7,0.6781522965563894,4.5733260755101096e-5
Marmoricola sp. URHB0036,undefined,week9,0.0002507424139648158,0.0014598540162912605,0.0019002571789788322,1.3818399146515671e-9,2.12674832881391e-9,0.6090265810547805,7.994923567847372e-7
Mycobacterium sp. URHB0044,positive,week9,0.0010089835399013556,0.009975669130648835,0.0020341924202040996,5.603823486405146e-9,8.82124857806146e-9,0.6143735092280656,3.217144700481086e-6
Geodermatophilaceae bacterium URHB0048,negative,week9,0.006593998969097782,0.05328467153665533,0.0015712782478679102,2.924345352649822e-8,4.411423233522736e-8,0.6048881720820412,2.1024970179874955e-5
Flavobacterium sp. URHB0058,undefined,week9,0.0008023347444977911,0.0,0.0033364811453047137,1.2973035777763027e-8,1.7597845135547864e-8,0.5774397089408776,2.558244876348797e-6
Geodermatophilaceae bacterium URHB0062,negative,week9,0.0034094107923072917,0.03430656932486895,0.002090906256831156,2.8930015359155952e-8,2.5688414522231362e-8,0.47442819747206677,1.0870908620874805e-5
Mesorhizobium sp. URHC0008,positive,week9,0.00017432934073226706,0.009245742122503205,0.0027703925162899817,1.684648570623325e-9,1.7749870364760848e-9,0.5155141595356995,5.558492210190128e-7
Sphingomonas sp. URHD0007,positive,week9,0.018686897354733726,0.13041362530075082,0.0028989252487726974,1.853406130169614e-7,2.3068016107150014e-7,0.5565299371589277,5.958318487444619e-5
Rhodospirillales bacterium URHD0017,positive,week9,0.00027779712146263415,0.0009732359915356172,0.004425132625108404,3.6767724487921052e-9,3.340639171166247e-9,0.4783780955416306,8.857563099689306e-7
Cellulomonas sp. URHD0024,undefined,week9,0.00014181275666656003,0.0,0.003269437061725393,1.2805858480498319e-9,1.9204705083446454e-9,0.6020897943881005,4.5217007069812206e-7
Mycobacterium sp. URHD0025,positive,week9,0.00040368174806269504,0.009489051105893192,0.001545259930352412,5.020052544509705e-9,2.9481978994045395e-9,0.37542139637236505,1.2871395271599866e-6
Blastococcus sp. URHD0036,undefined,week9,0.00047100164366692046,0.0009732359915356172,0.0023027319514178856,6.6574095771625305e-9,7.985135070419988e-9,0.5476991041528544,1.501789059897902e-6
Sphingomonas sp. URHD0057,positive,week9,0.0030484812645898652,0.06642335768327667,0.0015466437254006787,1.446657763893975e-8,1.1654172493767052e-8,0.4517477431729868,9.720084577246916e-6
Solirubrobacterales bacterium URHD0059,negative,week9,0.000845907019538483,0.017761557178885112,0.0018310912879427146,4.327108415825243e-9,3.941037220920814e-9,0.48138762828217974,2.697175104832773e-6
Bradyrhizobium sp. URHD0069,positive,week9,0.012995790405197506,0.09245742087717804,0.002248507798902099,6.376131686596677e-8,1.1414363459438e-7,0.6445991088257084,4.143708651058038e-5
Solirubrobacter sp. URHD0082,negative,week9,0.008350010619390785,0.03357664231672332,0.0021188205561698094,4.447436970536113e-8,8.24590108741104e-8,0.6522369225052893,2.662401451639158e-5
Rhodospirillales bacterium URHD0088,undefined,week9,0.0014154818858988488,0.0014598540162912605,0.004651557109498384,1.2532080445633336e-8,2.53768005352068e-8,0.6712367061432419,4.513264952064196e-6
Cellulomonas sp. URHE0023,undefined,week9,0.0005242207837575166,0.00048661802475564314,0.004016691744866581,3.757686928484597e-9,7.723735225781579e-9,0.6743369291316685,1.6714783241284766e-6
Dongia sp. URHE0060,positive,week9,0.816766320549212,0.016058394179203864,0.007382392818260051,4.4040031694956594e-5,4.042573834253366e-5,0.4798063253024656,0.0026042599663649905
Acidobacteriaceae bacterium URHE0068,positive,week9,1.3448250767585002e-5,0.00048661802475564314,0.0021483602091146217,1.3333592037437652e-10,9.032982441196825e-11,0.4080707164810058,4.2879756682558603e-8
Micromonosporaceae bacterium URHE0070,negative,week9,0.00019368843253272138,0.0014598540162912605,0.0026976753182682135,1.361045021431407e-9,1.119285504390707e-9,0.45512281717057146,6.17575698338997e-7
Bradyrhizobium sp. URHA0002,positive,week12,0.0011341152378966188,0.11606677098838937,-1.692081066909221e-5,4.809014348619194e-9,-3.6934090109870356e-9,-1.67797855807901,2.6784019525547936e-5
Bradyrhizobium sp. URHA0013,positive,week12,0.010435960598435417,0.1165884194186941,7.201624187885035e-5,9.772114801004438e-8,-1.649781331505672e-8,-0.07902997247452159,0.0002464625843091112
Paenibacillus sp. URHA0014,negative,week12,8.826589530829657e-5,0.0005216484303047304,7.873305237016657e-5,4.783400353062166e-10,2.4582412164980763e-11,0.15284715205172805,2.0845460711399845e-6
Lysobacter sp. URHA0019,undefined,week12,7.663959925355291e-6,0.0,1.6888468796901857e-6,4.370926221718777e-11,-3.0568839503186044e-11,-1.4559998669819794,1.8099717332467825e-7
Nocardioides sp. URHA0020,undefined,week12,2.4836885728286133e-5,0.0,3.192181154872682e-8,1.716459268979764e-10,-1.2860133662810176e-10,-1.9477042551241088,5.86564407276625e-7
Comamonadaceae bacterium URHA0028,positive,week12,0.00019364263609599963,0.03573291601536804,-1.1460518579612576e-5,9.549114975552229e-10,-6.386385623625375e-10,-1.1919468585601183,4.573193246034677e-6
Geodermatophilaceae bacterium URHA0031,negative,week12,0.0004499255998241801,0.013041210198275538,-1.65881878693474e-5,3.4549993489643496e-9,-2.1343667736862297e-9,-1.1086183519021802,1.0625742118662205e-5
Nocardioides sp. URHA0032,undefined,week12,0.00037651097939141257,0.0018257694749919608,6.679930729428241e-5,1.4363604323911619e-9,5.11518527311413e-10,0.35373167741577705,8.891933629518899e-6
Caulobacter sp. URHA0033,positive,week12,0.0003358224663659195,0.03468961921690776,9.852876651840032e-5,2.0186235974296236e-9,3.632186775102991e-11,0.12377127946199684,7.931006652326075e-6
Microbacterium sp. URHA0036,undefined,week12,0.00015834659435251736,0.0013041210446872301,7.012484915107103e-5,5.935649306843941e-10,2.302504355678968e-11,0.18065647058113055,3.7396184560642066e-6
Streptomyces sp. URHA0041,positive,week12,0.00019674153770311148,0.015388628103572227,4.4908963474547436e-5,4.913565576404152e-10,-4.300971192961208e-11,0.13673524318943486,4.646378966831951e-6
Burkholderia sp. URHA0054,positive,week12,0.00020417359771642248,0.026082420458700267,1.1363156751414337e-5,6.0751881923704e-10,-2.834237488364044e-10,-0.35221584124939964,4.8218994376447334e-6
Mesorhizobium sp. URHA0056,positive,week12,0.00017672678562146793,0.0477308294151833,6.169708477746611e-5,8.464508593003867e-10,-1.0573995116354159e-10,0.020287097005358357,4.1736972739662665e-6
Staphylococcus sp. URHA0057,undefined,week12,6.737596928144505e-8,0.0,0.00015230339558884102,4.974409297708174e-13,-9.805275005208506e-14,-0.11055631672084698,1.5911956884856193e-9
Mesorhizobium sp. URHB0007,positive,week12,0.00037025708880726246,0.06051121542938107,0.0001019703174799213,1.8181405720947317e-9,6.091120761434759e-11,0.14501379844910411,8.744237591303966e-6
Bacillus sp. URHB0009,negative,week12,0.01605468730921028,0.05659885235746857,7.499979891679218e-5,9.84344975038974e-8,-1.749764731307908e-9,0.0935439275371518,0.0003791581701732259
Intrasporangiaceae bacterium URHB0013,undefined,week12,0.0006073072082608404,0.002608242027225269,6.144568578645885e-5,2.9306039139998125e-9,3.010552033798851e-10,0.20480806940048668,1.4342570825723364e-5
Pseudomonas sp. URHB0015,positive,week12,3.264889289491493e-5,0.0,0.00011351756521125736,1.1204268208827244e-10,1.6046633705823188e-11,0.24627984011993664,7.710579626870666e-7
Variovorax sp. URHB0020,positive,week12,0.004364617450141072,0.0477308294151833,8.959511391370873e-5,1.323193738299113e-8,6.471268898390399e-9,0.4145065050965636,0.00010307770771419794
Marmoricola sp. URHB0036,undefined,week12,4.934249350033979e-5,0.0010432967984602695,-4.059181499837591e-7,1.860591905626992e-10,-9.308650956132624e-11,-0.49953192190254203,1.1653051340738567e-6
Mycobacterium sp. URHB0044,positive,week12,0.0002022942061923279,0.010432968171050268,1.054382922791018e-5,6.764078504987158e-10,-2.746474693208874e-10,-0.2791773080210711,4.77751447781397e-6
Geodermatophilaceae bacterium URHB0048,negative,week12,0.0011625713619876463,0.04147104850012331,-2.11342976304905e-5,7.377950972166992e-9,-5.7857425532154424e-9,-2.1910159131464217,2.745605827241201e-5
Flavobacterium sp. URHB0058,undefined,week12,0.00029593105098280905,0.0,7.130165011577335e-5,1.6157202642006612e-9,2.0570642892226692e-10,0.21431621184344096,6.988904463041877e-6
Geodermatophilaceae bacterium URHB0062,negative,week12,0.0006228095351993489,0.025039123598090806,1.2043993660885188e-5,4.4800746409355365e-9,-2.852237583428697e-9,-1.213206802520273,1.4708684086120531e-5
Mesorhizobium sp. URHC0008,positive,week12,3.5944401598404e-5,0.011997913399815268,5.8878752876171936e-5,3.0612990128724593e-10,-1.695129069324605e-10,-0.9212164996681389,8.488868873954308e-7
Sphingomonas sp. URHD0007,positive,week12,0.004398617572479547,0.08372456961462911,6.785007570113652e-5,2.6353216952028763e-8,-6.787749785445023e-9,-0.17532929321385482,0.00010388067720984961
Rhodospirillales bacterium URHD0017,positive,week12,6.518280217682585e-5,0.0023474178431475,0.00018808336181659022,3.7451346085282935e-10,-7.093723246168266e-11,-0.08838333776046414,1.5394003959174183e-6
Cellulomonas sp. URHD0024,undefined,week12,3.644666217274905e-5,0.0,0.00010145623730069186,1.3042992475406903e-10,1.4781029698280275e-11,0.2265476182651992,8.607486070696329e-7
Mycobacterium sp. URHD0025,positive,week12,7.105947851575851e-5,0.010172143986972498,-4.0103188237579684e-5,5.272953423657998e-10,-3.2712477203779403e-10,-1.0279891371200343,1.6781878917094872e-6
Blastococcus sp. URHD0036,undefined,week12,0.00013170064343204124,0.0005216484303047304,-1.0998063198475511e-6,8.227021301528616e-10,-1.345575067471604e-10,0.003625940867457267,3.1103299623706923e-6
