isolate,response,sample,relabundance,measurement,rgrowth,BR,BP,CUE,biomass
Geodermatophilaceae bacterium URHB0062,negative,week3,7.569354864043947e-5,0.055417956663038656,-0.0001349337725765589,1.4803551848821669e-9,-1.6913352240879138e-9,-80.70943848119504,8.50061993872987e-6
Mesorhizobium sp. URHC0008,positive,week3,4.219824979771055e-6,0.004643962852979267,-0.00013452682267085098,9.896017829991219e-11,-1.1031380034118203e-10,-73.25725269451434,4.7389941422072463e-7
Sphingomonas sp. URHD0007,positive,week3,0.0007404446910749554,0.06934984514820555,-0.00013441533141263213,7.640578618445684e-9,-9.639496305441492e-9,-27.232062429957583,8.315423199904954e-5
Rhodospirillales bacterium URHD0017,positive,week3,1.22806132256629e-5,0.0027863777117875604,-0.00013382284164118534,1.0144565345591149e-11,-4.080929193244201e-11,-1.1541590695362358,1.3791508988670621e-6
Cellulomonas sp. URHD0024,undefined,week3,6.3750181213128295e-6,0.0,-0.00013436727068426464,5.1272598685153095e-12,-2.185061918342081e-11,-1.3433396946534635,7.159342787483486e-7
Mycobacterium sp. URHD0025,positive,week3,1.1957907970220803e-5,0.01052631577549604,-0.00013525162172467724,1.8214854778447822e-10,-2.2684783330724454e-10,-56.20290425163586,1.3429100992478664e-6
Blastococcus sp. URHD0036,undefined,week3,8.061367117816651e-5,0.0009287925705958535,-0.00013486310173404457,6.23823283225617e-10,-9.860439812260396e-10,-16.546936581909584,9.053164937562861e-6
Sphingomonas sp. URHD0057,positive,week3,9.394468514970542e-6,0.041486068104100854,-0.00013505869469574835,6.486159215166472e-10,-6.739679177603364e-10,-454.8092021295992,1.0550279093331317e-6
Solirubrobacterales bacterium URHD0059,negative,week3,1.8506451465477845e-5,0.01919504648357127,-0.00013500052017223577,2.041952127933949e-10,-2.5374791939478164e-10,-68.815754941714,2.07833181490623e-6
Bradyrhizobium sp. URHD0069,positive,week3,0.00035051617476715327,0.09876160990833122,-0.00013495525312023067,4.317050405510112e-9,-5.26292351108564e-9,-63.90597941853649,3.936405199109829e-5
Solirubrobacter sp. URHD0082,negative,week3,0.00025570069598748925,0.057585139303172016,-0.00013496255946416868,2.9408168144506914e-9,-3.6449425540454277e-9,-51.48902207299153,2.8715980076234615e-5
Rhodospirillales bacterium URHD0088,undefined,week3,6.553342382436591e-5,0.0024767802128459085,-0.00013398516087715306,1.0044479600265015e-11,-1.7524109858148797e-10,0.5737999033907095,7.359606455510018e-6
Cellulomonas sp. URHE0023,undefined,week3,2.062795559012557e-5,0.0012383900695375053,-0.00013379660600582356,2.9941021497573695e-12,-5.431631537619108e-11,0.6102272192047193,2.3165832985002146e-6
Dongia sp. URHE0060,positive,week3,0.9856304593818,0.004334365354037615,-0.00013280100244566386,7.493609138503976e-7,-5.215574280744559e-6,0.44023187547930687,0.11068935313153215
Acidobacteriaceae bacterium URHE0068,positive,week3,1.9831062018889555e-7,0.00030959757271254964,-0.00013493130456808397,6.437571900889879e-12,-6.992387302996363e-12,-133.0605086741585,2.2270896824342944e-8
Micromonosporaceae bacterium URHE0070,negative,week3,4.761765231897899e-6,0.003095975210729212,-0.00013451018159876336,4.718435862567847e-11,-5.955394369374387e-11,-45.14178834502695,5.347609829485057e-7
Bradyrhizobium sp. URHA0002,positive,week6,0.00012490222766186682,0.08982376343317994,-0.0001352616791796278,1.88013620810376e-9,-2.214967461976612e-9,-122.05488663929306,1.3787033963794513e-5
Bradyrhizobium sp. URHA0013,positive,week6,0.006014578751686526,0.09238203524876282,-0.00013434313111021455,1.1269068633043278e-8,-3.232951322576447e-8,-2.169719866861079,0.0006639049044978383
Paenibacillus sp. URHA0014,negative,week6,1.9064865734113056e-5,0.0017055144985674777,-0.00013430304400867217,3.261127565936309e-11,-8.488130273875149e-11,-2.736471605979987,2.104429651190661e-6
Lysobacter sp. URHA0019,undefined,week6,6.963898422599823e-7,0.0,-0.00013490265976085525,1.4475352362717768e-11,-1.631988932333607e-11,-107.77338407516874,7.686932881030713e-8
Nocardioides sp. URHA0020,undefined,week6,1.9646208848908836e-6,0.0011370096431344298,-0.00013498136634637514,5.150328177512171e-11,-5.675334361428619e-11,-140.3731059251748,2.1685998218781334e-7
Comamonadaceae bacterium URHA0028,positive,week6,2.02817883869457e-5,0.04519613414430649,-0.00013501526655152648,3.4857613514250766e-10,-4.0319146840098886e-10,-90.19925959661539,2.2387567505546135e-6
Geodermatophilaceae bacterium URHA0031,negative,week6,6.69392414370682e-5,0.025298465016929804,-0.0001351103545819959,1.3738813121556414e-9,-1.5778697124577335e-9,-79.53448834287992,7.388928223938025e-6
Nocardioides sp. URHA0032,undefined,week6,0.00010109659521723635,0.0017055144985674777,-0.00013442268102224173,4.5469347935950997e-10,-7.334068654706336e-10,-9.872443713482692,1.1159306106672134e-5
Caulobacter sp. URHA0033,positive,week6,8.02206855041e-5,0.04206935760875389,-0.00013437682070071747,4.418869239610245e-11,-2.689128195601872e-10,-0.16846303798131967,8.854968693097001e-6
Microbacterium sp. URHA0036,undefined,week6,3.1768183210697276e-5,0.0019897669601498342,-0.00013475840453259157,2.2183315766910474e-11,-1.0908471818536095e-10,-1.235457350741199,3.5066549980169e-6
Streptomyces sp. URHA0041,positive,week6,3.259367641031932e-5,0.011938601489972342,-0.000134539105159674,4.6721628823954076e-11,-1.3076066747007969e-10,-4.630312840708857,3.597775092454937e-6
Burkholderia sp. URHA0054,positive,week6,3.141177754983479e-5,0.01392836838239051,-0.00013509366258419978,2.329442127493194e-10,-3.169826680383495e-10,-44.10025900841844,3.467314010724806e-6
Mesorhizobium sp. URHA0056,positive,week6,4.561496970004505e-5,0.02131893123209347,-0.00013456586762616689,9.928778520278215e-11,-2.2358515565962895e-10,-5.034627207239532,5.035099439655415e-6
Staphylococcus sp. URHA0057,undefined,week6,1.709673118115327e-8,0.0,-0.00013428083303948624,3.082486397692969e-14,-7.774021893454442e-14,-2.828763668937296,1.8871818211484877e-9
Mesorhizobium sp. URHB0007,positive,week6,7.577309380300244e-5,0.030983513368065287,-0.00013433885851507144,7.13176518080445e-11,-2.7144960637627337e-10,-1.3394504818421753,8.36403191007881e-6
Bacillus sp. URHB0009,negative,week6,0.004821753918642424,0.08186469586350725,-0.00013445897126462562,7.328125326890871e-9,-2.1360636325794572e-8,-2.2824272647706034,0.0005322377853928246
Intrasporangiaceae bacterium URHB0013,undefined,week6,0.00015338440628028663,0.003979533852568003,-0.00013456695458342305,1.2875978630517422e-10,-5.784838433471159e-10,-0.9201043531936872,1.6930971196348005e-5
Pseudomonas sp. URHB0015,positive,week6,5.116018416610009e-6,0.0005685048554330477,-0.00013399802505065477,1.1265087581688358e-12,-1.3875473742067744e-11,0.4403203926898356,5.647194688965101e-7
Variovorax sp. URHB0020,positive,week6,0.0008545008090028378,0.06083001702526447,-0.0001344033552687893,1.0764897325862163e-9,-3.3294958089854583e-9,-2.4058150527706803,9.432203008985094e-5
Marmoricola sp. URHB0036,undefined,week6,7.6568070277292e-6,0.0017055144985674777,-0.00013514301439842384,7.106296510117137e-11,-9.207320865601969e-11,-50.22181837168996,8.451783488706532e-7
Mycobacterium sp. URHB0044,positive,week6,3.3290863629654276e-5,0.007390562849702958,-0.00013507031544099396,2.325385326408917e-10,-3.228486018662498e-10,-35.9514275248742,3.6747324378284427e-6
Geodermatophilaceae bacterium URHB0048,negative,week6,0.00010455005013143921,0.06281978398541431,-0.000135291359284519,2.5092271448878017e-9,-2.7969772561749727e-9,-168.0874957470456,1.1540507475821808e-5
Flavobacterium sp. URHB0058,undefined,week6,8.088163811401417e-5,0.0,-0.00013458608885572,3.8221370561081677e-11,-2.904055672542434e-10,0.0033007018248383257,8.9279263676872e-6
Geodermatophilaceae bacterium URHB0062,negative,week6,7.161604436780512e-5,0.04263786239645528,-0.00013493379832633058,1.3766586008309824e-9,-1.5728602672562682e-9,-80.71146049612263,7.90516594087131e-6
Mesorhizobium sp. URHC0008,positive,week6,3.943537512490138e-6,0.008811824886688078,-0.00013452685731590093,9.089936911010075e-11,-1.0132821207615608e-10,-73.25903249848112,4.3529796577678307e-7
Sphingomonas sp. URHD0007,positive,week6,0.0007221174730250755,0.1111426946652734,-0.00013441536849748131,7.324032162376463e-9,-9.240142420175017e-9,-27.232728653374203,7.970921185968366e-5
Rhodospirillales bacterium URHD0017,positive,week6,1.236005960402028e-5,0.0022740193540005255,-0.00013382289543017648,1.0035525595264676e-11,-4.037095978728688e-11,-1.1541996073998906,1.3643356467306518e-6
Cellulomonas sp. URHD0024,undefined,week6,6.414081452341096e-6,0.0,-0.0001343673108537362,5.0704367734341084e-12,-2.1608586784916257e-11,-1.3433882674073598,7.080030555529439e-7
Mycobacterium sp. URHD0025,positive,week6,1.1438500480730104e-5,0.007390562849702958,-0.00013525164120163668,1.7125702576843775e-10,-2.1328362328307097e-10,-56.204426991416405,1.262611544844794e-6
Blastococcus sp. URHD0036,undefined,week6,7.881965159793806e-5,0.0008527572492837388,-0.00013486313018561656,5.995094363670494e-10,-9.47613504704394e-10,-16.547375301034688,8.700318912942762e-6
Sphingomonas sp. URHD0057,positive,week6,7.570070041050305e-6,0.06537805566553385,-0.00013505871994061883,5.137173186906556e-10,-5.337966592573408e-10,-454.8217672534971,8.3560409384218e-7
Solirubrobacterales bacterium URHD0059,negative,week6,1.800779294565491e-5,0.016486640130241727,-0.00013500054654322236,1.9529527422418506e-10,-2.4268828940858763e-10,-68.8176326793427,1.9877471971664653e-6
Bradyrhizobium sp. URHD0069,positive,week6,0.0003396296109097274,0.09238203524876282,-0.00013495527933599539,4.111435415614031e-9,-5.012259702809242e-9,-63.90764677574546,3.748920310211817e-5
Solirubrobacter sp. URHD0082,negative,week6,0.00024837176687627776,0.04093234789788779,-0.00013496258505447308,2.8076770162385454e-9,-3.479926302527696e-9,-51.49034790217713,2.7415924036528223e-5
Rhodospirillales bacterium URHD0088,undefined,week6,6.60966477329206e-5,0.0022740193540005255,-0.00013398521197303367,9.95735792737757e-12,-1.7372505873399658e-10,0.5737975715145851,7.295920531167233e-6
Cellulomonas sp. URHE0023,undefined,week6,2.0808009498750735e-5,0.0008527572492837388,-0.00013379666346542655,2.9685208165720494e-12,-5.385359057937667e-11,0.6102256812540676,2.296842410648382e-6
Dongia sp. URHE0060,positive,week6,0.9856799167285814,0.007674815243553649,-0.0001328010872019863,7.365635384288742e-7,-5.126764860161999e-6,0.4402317639784231,0.10880192246175656
Acidobacteriaceae bacterium URHE0068,positive,week6,1.799149912156412e-7,0.0005685048554330477,-0.00013493133020693292,5.740534808221261e-12,-6.235277917454947e-12,-133.0638397079792,1.9859486423260506e-8
Micromonosporaceae bacterium URHE0070,negative,week6,4.651635377615073e-6,0.0017055144985674777,-0.000134510221955171,4.530483245858399e-11,-5.718172247887318e-11,-45.143045694239525,5.134596567163308e-7
Bradyrhizobium sp. URHA0002,positive,week9,0.00011983769449367104,0.0907542578774968,-0.00013526169665557485,1.7730562831444175e-9,-2.0888181765173607e-9,-122.05789132139098,1.3001818072028574e-5
Bradyrhizobium sp. URHA0013,positive,week9,0.006011406071542573,0.09245742087717804,-0.00013434316854513058,1.1070491592870605e-8,-3.175999724639268e-8,-2.1697787551151793,0.0006522088765936023
Paenibacillus sp. URHA0014,negative,week9,1.911305156108162e-5,0.00048661802475564314,-0.0001343030798478901,3.213459689840543e-11,-8.364092071137585e-11,-2.7365422616851163,2.073674900443025e-6
Lysobacter sp. URHA0019,undefined,week9,6.556741927430781e-7,0.0,-0.0001349026854148299,1.3395988133230929e-11,-1.5102989059161927e-11,-107.77599325314168,7.113752150013138e-8
Nocardioides sp. URHA0020,undefined,week9,1.8167030939993286e-6,0.0007299270081456302,-0.0001349813902618521,4.681123041920608e-11,-5.158300945556422e-11,-140.3765141544636,1.971036176794786e-7
Comamonadaceae bacterium URHA0028,positive,week9,1.9321813140762386e-5,0.035523114357770225,-0.0001350152900612734,3.2639930176794896e-10,-3.77540034222216e-10,-90.20149042047949,2.0963245357761044e-6
Geodermatophilaceae bacterium URHA0031,negative,week9,6.29970433760155e-5,0.017518248195495127,-0.00013511037496855097,1.27086233954395e-9,-1.4595552976577744e-9,-79.53638094082368,6.834878629060274e-6
Nocardioides sp. URHA0032,undefined,week9,0.0001004172981358549,0.0019464720410469036,-0.0001344227155982531,4.439156227274913e-10,-7.160235981899908e-10,-9.872680579493728,1.089479772757137e-5
Caulobacter sp. URHA0033,positive,week9,8.071652112137692e-5,0.03819951340696276,-0.0001343768567153283,4.3701171979865034e-11,-2.6594893967066526e-10,-0.168478509382183,8.757357419644113e-6
Microbacterium sp. URHA0036,undefined,week9,3.1955914392876244e-5,0.0014598540162912605,-0.000134758433539031,2.1932761594625123e-11,-1.0785326622983865e-10,-1.235500513375857,3.46706424065459e-6
Streptomyces sp. URHA0041,positive,week9,3.272367501685532e-5,0.014598540162912604,-0.00013453914177926566,4.610583301300433e-11,-1.2903759062210837e-10,-4.630446078809524,3.550362605146826e-6
Burkholderia sp. URHA0054,positive,week9,3.090941793736892e-5,0.02092457419485762,-0.0001350936840818217,2.2529945184071772e-10,-3.0658007125675897e-10,-44.10135050063064,3.3535243683713537e-6
Mesorhizobium sp. URHA0056,positive,week9,4.5662363892949144e-5,0.03187347931704207,-0.00013456590243462498,9.769131360625724e-11,-2.1999071765018785e-10,-5.034764524193685,4.954148613950895e-6
Staphylococcus sp. URHA0057,undefined,week9,1.7134568053149318e-8,0.0,-0.00013428087075271635,3.036476822125227e-14,-7.658016985005039e-14,-2.8288383611400207,1.859018879753281e-9
Mesorhizobium sp. URHB0007,positive,week9,7.618341711323397e-5,0.04841849146302591,-0.00013433889531872217,7.047750093778437e-11,-2.682533895367262e-10,-1.3394930435255805,8.265537263519773e-6
Bacillus sp. URHB0009,negative,week9,0.00483429531571566,0.06885644769110355,-0.0001344590058411201,7.221534535842154e-9,-2.1050036306621776e-8,-2.282491194773389,0.0005244979759245491
Intrasporangiaceae bacterium URHB0013,undefined,week9,0.00015411862604499345,0.003892944024118138,-0.0001345669880629327,1.2716329111053725e-10,-5.713152313757071e-10,-0.9201396269864675,1.6721135581040713e-5
Pseudomonas sp. URHB0015,positive,week9,5.158545354881827e-6,0.00048661802475564314,-0.00013399807258921947,1.1164311771109142e-12,-1.3751619401623643e-11,0.44031685273125454,5.596775580827263e-7
Variovorax sp. URHB0020,positive,week9,0.0008582364377505161,0.051581508478998415,-0.0001344033904075321,1.0627066499546235e-9,-3.2868777400378853e-9,-2.4058844088084967,9.311455859998546e-5
Marmoricola sp. URHB0036,undefined,week9,7.486329261963012e-6,0.0014598540162912605,-0.00013514303452319976,6.829272550730751e-11,-8.848396509060047e-11,-50.223048964816236,8.122310054662108e-7
Mycobacterium sp. URHB0044,positive,week9,3.2801092781657174e-5,0.009975669130648835,-0.00013507033693846229,2.2519982470434024e-10,-3.126599562254357e-10,-35.95229873725395,3.5587620632451295e-6
Geodermatophilaceae bacterium URHB0048,negative,week9,9.736339176858896e-5,0.05328467153665533,-0.00013529137558721552,2.2967905010629697e-9,-2.5601794003168742e-9,-168.09152565482043,1.0563463457799531e-5
Flavobacterium sp. URHB0058,undefined,week9,8.131744689027031e-5,0.0,-0.0001345861219674983,3.7769858424545846e-11,-2.8697856965208433e-10,0.0032875949149755446,8.822554998377225e-6
Geodermatophilaceae bacterium URHB0062,negative,week9,6.775802499597141e-5,0.03430656932486895,-0.00013493382153518396,1.2802258097433556e-9,-1.4626842338089458e-9,-80.71328408315303,7.35142241879588e-6
Mesorhizobium sp. URHC0008,positive,week9,3.6853306431652485e-6,0.009245742122503205,-0.00013452688846881603,8.349515398916767e-11,-9.307454046077479e-11,-73.2606340032359,3.9984079099783744e-7
Sphingomonas sp. URHD0007,positive,week9,0.0007042421696237207,0.13041362530075082,-0.00013441540183808725,7.02060027040781e-9,-8.857332860656173e-9,-27.233327997116604,7.640691525972139e-5
Rhodospirillales bacterium URHD0017,positive,week9,1.2439989685944478e-5,0.0009732359915356172,-0.00013382294393648675,9.927663874878053e-12,-3.9937330021294715e-11,-1.1542361790720723,1.3496795261119117e-6
Cellulomonas sp. URHD0024,undefined,week9,6.45336843816542e-6,0.0,-0.00013436734709537182,5.0142454990820894e-12,-2.1369231882279215e-11,-1.343432109739497,7.001596846410396e-7
Mycobacterium sp. URHD0025,positive,week9,1.0941627591695178e-5,0.009489051105893192,-0.0001352516588090522,1.610167627043106e-10,-2.005304716968883e-10,-56.20580400950479,1.1871143880077069e-6
Blastococcus sp. URHD0036,undefined,week9,7.706536925981098e-5,0.0009732359915356172,-0.00013486315582587124,5.76143262450643e-10,-9.106807714632371e-10,-16.54777083186559,8.361224863372881e-6
Sphingomonas sp. URHD0057,positive,week9,6.099953524792565e-6,0.06642335768327667,-0.00013505874280012945,4.0687481287369336e-10,-4.2277809131299245e-10,-454.8331533384281,6.618158527855438e-7
Solirubrobacterales bacterium URHD0059,negative,week9,1.7522528346504703e-5,0.017761557178885112,-0.00013500057043561587,1.8678324564082836e-10,-2.3211068970913048e-10,-68.8193345138431,1.9011107205108145e-6
Bradyrhizobium sp. URHD0069,positive,week9,0.00032908036996033004,0.09245742087717804,-0.0001349553030201788,3.915613587211728e-9,-4.773534423359493e-9,-63.909153807379795,3.57036500024292e-5
Solirubrobacter sp. URHD0082,negative,week9,0.00024125231430654256,0.03357664231672332,-0.0001349626081529216,2.680564876080777e-9,-3.3223806532546464e-9,-51.49154525243491,2.6174725017220533e-5
Rhodospirillales bacterium URHD0088,undefined,week9,6.666454975135819e-5,0.0014598540162912605,-0.00013398525809347943,9.871011058868584e-12,-1.7222209264259088e-10,0.5737954715602938,7.232785572044136e-6
Cellulomonas sp. URHE0023,undefined,week9,2.0989583842212632e-5,0.00048661802475564314,-0.00013379671544402102,2.943164243891181e-12,-5.339479395412384e-11,0.6102242959310877,2.2772696994638184e-6
Dongia sp. URHE0060,positive,week9,0.985726586573933,0.016058394179203864,-0.0001328011637850803,7.239862600621884e-7,-5.0394622849629475e-6,0.4402316664799175,0.10694663145470361
Acidobacteriaceae bacterium URHE0068,positive,week9,1.632253758556858e-7,0.00048661802475564314,-0.00013493135325349197,5.1189703923488614e-12,-5.560145401428359e-12,-133.0668426996664,1.7709174484545786e-8
Micromonosporaceae bacterium URHE0070,negative,week9,4.544041572945512e-6,0.0014598540162912605,-0.00013451025850014852,4.350017567455191e-11,-5.4903992722939257e-11,-45.14418466654262,4.930068297191108e-7
Bradyrhizobium sp. URHA0002,positive,week12,0.00011030312790711222,0.11606677098838937,-0.00013526172663848437,1.5765914541661157e-9,-1.857365691400712e-9,-122.06304804529732,1.1561143293255947e-5
Bradyrhizobium sp. URHA0013,positive,week12,0.0060050169118709305,0.1165884194186941,-0.00013434323211745127,1.06832670216397e-8,-3.064938299910853e-8,-2.1698788255331354,0.0006294006553923727
Paenibacillus sp. URHA0014,negative,week12,1.9209793432708666e-5,0.0005216484303047304,-0.00013430314047531379,3.120080635257051e-11,-8.12109604652171e-11,-2.736661914605806,2.0134258993671927e-6
Lysobacter sp. URHA0019,undefined,week12,5.811454468780933e-7,0.0,-0.0001349027292150293,1.1470273325379268e-11,-1.2931892093506814e-11,-107.78045379915334,6.091128976178093e-8
Nocardioides sp. URHA0020,undefined,week12,1.5530960885366705e-6,0.0,-0.0001349814311178167,3.866043190796155e-11,-4.260135769539808e-11,-140.382342525227,1.6278383730775433e-7
Comamonadaceae bacterium URHA0028,positive,week12,1.7533578109669883e-5,0.03573291601536804,-0.00013501533030438827,2.861370835345971e-10,-3.309696100421559e-10,-90.20531157760385,1.8377376309771795e-6
Geodermatophilaceae bacterium URHA0031,negative,week12,5.5785819333520025e-5,0.013041210198275538,-0.00013511040969730467,1.0871872833551442e-9,-1.248609433134428e-9,-79.53960727883567,5.8470495196621475e-6
Nocardioides sp. URHA0032,undefined,week12,9.906987373770648e-5,0.0018257694749919608,-0.00013442277420249607,4.2309252398173504e-10,-6.824382806403908e-10,-9.873082406895843,1.0383758176748377e-5
Caulobacter sp. URHA0033,positive,week12,8.171823894988826e-5,0.03468961921690776,-0.0001343769179558581,4.274102748507428e-11,-2.6011078092735736e-10,-0.16850482315986115,8.565090474748638e-6
Microbacterium sp. URHA0036,undefined,week12,3.233501772440511e-5,0.0013041210446872301,-0.0001347584831412044,2.1439471652173213e-11,-1.0542858900470841e-10,-1.235574345405055,3.389113077705516e-6
Streptomyces sp. URHA0041,positive,week12,3.298536959121781e-5,0.015388628103572227,-0.00013453920464681816,4.48968730996002e-11,-1.2565464882610127e-10,-4.630674915700909,3.4572780632858872e-6
Burkholderia sp. URHA0054,positive,week12,2.99271514089729e-5,0.026082420458700267,-0.00013509372092265805,2.1073509353102704e-10,-2.8676159254676694e-10,-44.10322163313638,3.136738661567848e-6
Mesorhizobium sp. URHA0056,positive,week12,4.5757124850319586e-5,0.0477308294151833,-0.00013456596196250023,9.457081772520155e-11,-2.1296474466666097e-10,-5.034999450389365,4.79591727922194e-6
Staphylococcus sp. URHA0057,undefined,week12,1.7210482458123654e-8,0.0,-0.00013428093475926928,2.946388683458406e-14,-7.430865329611305e-14,-2.8289651889655283,1.8038731776672115e-9
Mesorhizobium sp. URHB0007,positive,week12,7.701136696217698e-5,0.06051121542938107,-0.0001343389578747253,6.882462922250577e-11,-2.619647939754057e-10,-1.3395654400515968,8.071751595376444e-6
Bacillus sp. URHB0009,negative,week12,0.004859478163247953,0.05659885235746857,-0.00013445906461935842,7.012707057028473e-9,-2.0441490772211557e-8,-2.282599952034765,0.0005093339095793248
Intrasporangiaceae bacterium URHB0013,undefined,week12,0.0001555986216379232,0.002608242027225269,-0.00013456704523003303,1.2402539345276336e-10,-5.572240879094958e-10,-0.9201998823514363,1.630867587457739e-5
Pseudomonas sp. URHB0015,positive,week12,5.244746587117441e-6,0.0,-0.00013399815395284944,1.0965242476903404e-12,-1.3506876907985727e-11,0.44031080897476294,5.497148447280807e-7
Variovorax sp. URHB0020,positive,week12,0.0008657613207991507,0.0477308294151833,-0.0001344034501015915,1.0356317043024956e-9,-3.203156549762489e-9,-2.4060023267636725,9.0742582530809e-5
Marmoricola sp. URHB0036,undefined,week12,7.156187105319759e-6,0.0010432967984602695,-0.00013514306896334513,6.306514342792085e-11,-8.171086736952887e-11,-50.22515587994606,7.50057646847725e-7
Mycobacterium sp. URHB0044,positive,week12,3.184155645581969e-5,0.010432968171050268,-0.00013507037368471275,2.111913634207267e-10,-2.932113421780572e-10,-35.95378879383112,3.337392183257336e-6
Geodermatophilaceae bacterium URHB0048,negative,week12,8.442109255380754e-5,0.04147104850012331,-0.00013529140346455785,1.9238842390527815e-9,-2.1445098779344402e-9,-168.09842035053694,8.8483832372342e-6
Flavobacterium sp. URHB0058,undefined,week12,8.219678217278512e-5,0.0,-0.00013458617853941165,3.688168541457137e-11,-2.8023614700064855e-10,0.003265202306624304,8.615247771979466e-6
Geodermatophilaceae bacterium URHB0062,negative,week12,6.064468958897063e-5,0.025039123598090806,-0.00013493386094990176,1.1069317101571476e-9,-1.2646927292487776e-9,-80.71638431831143,6.356319712923653e-6
Mesorhizobium sp. URHC0008,positive,week12,3.217910447884877e-6,0.011997913399815268,-0.00013452694113421106,7.043053402920268e-11,-7.851105533075511e-11,-73.26334481678657,3.372771425320904e-7
