isolate,response,sample,relabundance,rgrowth,BR,BP,CUE,biomass,measurement
Variovorax sp. URHB0020,positive,week0,0.026543547804431987,0.8674989806113297,7.32500087960291e-8,-7.989714222274174e-8,-Inf,2.1677607909863623e-6,0.026543547804431994
Marmoricola sp. URHB0036,undefined,week0,0.002308134618591047,0.8674989806113297,7.567609544815987e-9,-8.117671689472019e-9,-Inf,1.8850094054361867e-7,0.002308134618591047
Mycobacterium sp. URHB0044,positive,week0,0.008944021535325149,0.8674989806113297,2.8217182003076032e-8,-3.035556319714034e-8,-Inf,7.30441135482959e-7,0.00894402153532515
Geodermatophilaceae bacterium URHB0048,negative,week0,0.08251581170372173,0.8674989806113297,1.9370970332068452e-7,-2.132664093190134e-7,-Inf,6.738908550042236e-6,0.08251581170372174
Flavobacterium sp. URHB0058,undefined,week0,0.0005770336718347089,0.8674989806113297,4.1914564115802085e-9,-4.36996235852506e-9,-Inf,4.7125236539529775e-8,0.000577033671834709
Geodermatophilaceae bacterium URHB0062,negative,week0,0.055106713425911565,0.8674989806113297,3.9693428450023656e-7,-4.1215653959110125e-7,-Inf,4.500459907053829e-6,0.05510671342591157
Mesorhizobium sp. URHC0008,positive,week0,0.001731100946756338,0.8674989806113297,1.0328697073906208e-8,-1.0734318289658984e-8,-Inf,1.4137570400408889e-7,0.0017311009467563382
Sphingomonas sp. URHD0007,positive,week0,0.12146558293699153,0.8674989806113297,7.066090441290886e-7,-7.353664747241017e-7,-Inf,9.919861884519735e-6,0.12146558293699156
Rhodospirillales bacterium URHD0017,positive,week0,0.002019617817047587,0.8674989806113297,1.273809873313603e-8,-1.3203702145697667e-8,-Inf,1.6493832508110402e-7,0.002019617817047587
Cellulomonas sp. URHD0024,undefined,week0,0.0005770336718347089,0.8674989806113297,2.2614348161692795e-9,-2.401587407179604e-9,-Inf,4.7125236539529775e-8,0.000577033671834709
Mycobacterium sp. URHD0025,positive,week0,0.008944021535325149,0.8674989806113297,1.7949787197249647e-7,-1.833614761990567e-7,-Inf,7.30441135482959e-7,0.00894402153532515
Blastococcus sp. URHD0036,undefined,week0,0.001154067274921629,0.8674989806113297,1.2493666139990734e-8,-1.2937309667519069e-8,-Inf,9.425046746455911e-8,0.0011540672749216292
Sphingomonas sp. URHD0057,positive,week0,0.07270623962627061,0.8674989806113297,1.385766217338193e-7,-1.5459839081671282e-7,-Inf,5.937779556942732e-6,0.07270623962627062
Solirubrobacterales bacterium URHD0059,negative,week0,0.021350244964162976,0.8674989806113297,9.778321313139175e-8,-1.0247643133921999e-7,-Inf,1.743633678974096e-6,0.02135024496416298
Bradyrhizobium sp. URHD0069,positive,week0,0.10992490998153187,0.8674989806113297,2.306564776746812e-7,-2.5733257222794784e-7,-Inf,8.977357193030642e-6,0.10992490998153188
Solirubrobacter sp. URHD0082,negative,week0,0.05828039844913299,0.8674989806113297,1.4342557957226497e-7,-1.5779755147032913e-7,-Inf,4.759648693984991e-6,0.058280398449133
Rhodospirillales bacterium URHD0088,undefined,week0,0.002019617817047587,0.8674989806113297,4.14982970172425e-9,-4.635379486649697e-9,-Inf,1.6493832508110402e-7,0.002019617817047587
Cellulomonas sp. URHE0023,undefined,week0,0.0014425841452128778,0.8674989806113297,2.8157156720818476e-9,-3.1372330760923876e-9,-Inf,1.178130885415742e-7,0.001442584145212878
Dongia sp. URHE0060,positive,week0,0.004616269168434305,0.8674989806113297,7.3504358026739e-8,-7.562270838398367e-8,-Inf,3.7700187547273684e-7,0.004616269168434306
Acidobacteriaceae bacterium URHE0068,positive,week0,0.0002885168702912489,0.8674989806113297,2.6549761504372488e-9,-2.7339390430365797e-9,-Inf,2.3562621077015113e-8,0.0002885168702912489
Micromonosporaceae bacterium URHE0070,negative,week0,0.004327752366890845,0.8674989806113297,2.2404866133572726e-8,-2.3343850170876578e-8,-Inf,3.534392600102222e-7,0.004327752366890846
Bradyrhizobium sp. URHA0002,positive,week3,2.9853360111780012e-5,2.6712128261859268e-5,1.5389098381914e-10,-2.126185826054433e-9,-1.6109762996320551,7.998177643018328e-7,0.09814241483667702
Bradyrhizobium sp. URHA0013,positive,week3,0.003973935363423207,0.00013652809107094396,5.3892203767862795e-8,-4.045083964677787e-7,-0.21778549585735818,0.00010646788455142601,0.09876160990833122
Paenibacillus sp. URHA0014,negative,week3,3.7136423619229052e-6,0.00015054816734754773,2.934738715896552e-11,-2.8673845029274615e-10,0.05579169932739647,9.949423181204022e-8,0.0012383900695375053
Lysobacter sp. URHA0019,undefined,week3,1.8923193617357462e-7,4.948464498605579e-5,1.3019081605386766e-12,-1.3792133689157454e-11,-1.354267695640719,5.069816716046414e-9,0.0
Nocardioides sp. URHA0020,undefined,week3,7.189884122971023e-7,4.6552684243512155e-5,5.936689008545913e-12,-5.369295440842947e-11,-1.8083340698004307,1.926281337608883e-8,0.0012383900695375053
Comamonadaceae bacterium URHA0028,positive,week3,4.957409733706278e-6,3.078982058796681e-5,2.969027279092071e-11,-3.6249992905747126e-10,-1.137976892304755,1.328166864666104e-7,0.04551083588542592
Geodermatophilaceae bacterium URHA0031,negative,week3,3.0727588275646165e-5,2.212740117483026e-5,3.0130536156179607e-10,-2.622378440568417e-9,-1.1252743822315692,8.232396911099045e-7,0.026934984547279748
Nocardioides sp. URHA0032,undefined,week3,4.766311423250644e-5,0.00013392674659376858,2.4943027494236875e-10,-3.557504708915541e-9,0.31405666114267017,1.276968666922805e-6,0.001857585141191707
Caulobacter sp. URHA0033,positive,week3,2.1699960984022925e-5,0.0001767664139711992,1.9138354431955318e-10,-1.725729654073052e-9,-0.0034707483684990326,5.813755709471914e-7,0.016408668771783708
Microbacterium sp. URHA0036,undefined,week3,7.797005452005392e-6,0.00014085629588120145,4.254021446574669e-11,-5.749169096178736e-10,0.049634388287753906,2.0889385467907115e-7,0.001857585141191707
Streptomyces sp. URHA0041,positive,week3,4.569070006606005e-6,0.00010572554002775709,1.6227909515646668e-11,-3.142814455681021e-10,-0.003187597957443389,1.224124635866418e-7,0.013003095988341947
Burkholderia sp. URHA0054,positive,week3,7.340076171026498e-6,6.41598335274333e-5,2.8142483043397903e-11,-5.140689734921405e-10,-0.40194878633401676,1.9665201139616466e-7,0.011455108346091893
Mesorhizobium sp. URHA0056,positive,week3,1.5172959869449259e-5,0.0001266194923975452,1.0418556104930166e-10,-1.149027368959669e-9,-0.12786924356996732,4.065070998770311e-7,0.01083591334820859
Staphylococcus sp. URHA0057,undefined,week3,4.684103118044903e-9,0.00020915661947463693,4.6234978453227975e-14,-3.7179161351430407e-13,-0.151058724759896,1.254943788439946e-10,0.0
Mesorhizobium sp. URHB0007,positive,week3,1.7363529841672645e-5,0.0001834130629255209,1.2517405940969195e-10,-1.2801461839968727e-9,0.02317663284241278,4.6519586292314074e-7,0.013622290986225251
Bacillus sp. URHB0009,negative,week3,0.0017350117902212084,0.00014371338144126056,1.5433147004299206e-8,-1.4252832912323378e-7,-0.0281181349551185,4.6483653628807744e-5,0.12631578945349425
Intrasporangiaceae bacterium URHB0013,undefined,week3,4.137977734186985e-5,0.00012515026031848439,2.8802779223527933e-10,-3.3573522054902236e-9,0.08902862851133364,1.108628337880878e-6,0.004024767855095963
Pseudomonas sp. URHB0015,positive,week3,7.325829284343941e-7,0.00019804123877998822,3.678602585798124e-12,-5.081103142904462e-11,0.12003047381235532,1.9627031523157754e-8,0.006811145493112626
Variovorax sp. URHB0020,positive,week3,0.00021372441713124853,0.0001673793143363143,9.278030848891791e-10,-1.51079070789912e-8,0.34787057786653974,5.726008223080225e-6,0.056037151660921956
Marmoricola sp. URHB0036,undefined,week3,1.978053624148878e-6,4.65293629531014e-5,9.63345251838767e-12,-1.4388012096543896e-10,-0.5512251073140688,5.299512086452239e-8,0.0024767802128459085
Mycobacterium sp. URHB0044,positive,week3,7.970803226209208e-6,6.208601928439662e-5,3.5223016062385934e-11,-5.705533488437861e-10,-0.3464213229189499,2.1355016628633578e-7,0.010216718276554387
Geodermatophilaceae bacterium URHB0048,negative,week3,3.967449749117271e-5,1.9812026865900312e-5,3.014544380319154e-10,-2.989417063463348e-9,-2.0434711170113373,1.0629412489707304e-6,0.08111455106701
Flavobacterium sp. URHB0058,undefined,week3,2.4824984110076617e-5,0.00013737907118513683,1.9557164072105127e-10,-2.1440787569589327e-9,0.0979587293262143,6.650997815791972e-7,0.0
Geodermatophilaceae bacterium URHB0062,negative,week3,2.274351541205847e-5,6.352328946564742e-5,2.109204878543524e-10,-1.7579526111101243e-9,-1.2141298707995145,6.093340106817295e-7,0.055417956663038656
Mesorhizobium sp. URHC0008,positive,week3,1.8460605824280152e-6,0.0001261304924336218,2.021402475595292e-11,-1.4193842277189125e-10,-0.8922559367257217,4.94588228016815e-8,0.004643962852979267
Sphingomonas sp. URHD0007,positive,week3,0.00020270665222829235,0.000137830639789863,1.6534016235813216e-9,-1.5124337552858387e-8,-0.22174265750705136,5.430825233316591e-6,0.06934984514820555
Rhodospirillales bacterium URHD0017,positive,week3,2.5152511032167808e-6,0.0003040724762545459,2.1617318581083822e-11,-1.7751845827949947e-10,-0.2712982451060142,6.738747352056825e-8,0.0027863777117875604
Cellulomonas sp. URHD0024,undefined,week3,1.1975936914640454e-6,0.00018460346891439875,6.286784751937642e-12,-8.39541847893281e-11,0.1171211403131267,3.208539022951676e-8,0.0
Mycobacterium sp. URHD0025,positive,week3,1.3781326339308681e-6,-1.101196237524063e-5,1.3440008911532757e-11,-1.3877697750135576e-10,-1.1268018523391898,3.692230817753201e-8,0.01052631577549604
Blastococcus sp. URHD0036,undefined,week3,6.62822654828079e-5,3.9688323056895434e-5,5.650099268889492e-10,-7.834017555978133e-9,-0.05780717918190326,1.7758045725111175e-6,0.0009287925705958535
Sphingomonas sp. URHD0057,positive,week3,9.377981861638196e-6,2.6184594804846804e-5,1.680811004213304e-10,-7.85402808324891e-10,-7.274128169161219,2.5125066184020157e-7,0.041486068104100854
Solirubrobacterales bacterium URHD0059,negative,week3,3.5379362417014624e-6,5.647275639356488e-5,1.966024170897705e-11,-2.507544542818106e-10,-1.3835080266023558,9.478679265867639e-8,0.01919504648357127
Bradyrhizobium sp. URHD0069,positive,week3,9.51589203303227e-5,9.030573974568361e-5,4.963291919227066e-10,-6.741301376152026e-9,-0.5839831523538008,2.5494548897342484e-6,0.09876160990833122
Solirubrobacter sp. URHD0082,negative,week3,6.90741132703884e-5,7.138170529242283e-5,3.591026964329678e-10,-4.998967952808498e-9,-0.3813535108444386,1.8506024996916005e-6,0.057585139303172016
Rhodospirillales bacterium URHD0088,undefined,week3,1.3625140733119087e-5,0.0003356604435510458,6.40043931310673e-11,-9.082930367695878e-10,0.307823123975034,3.650386274327955e-7,0.0024767802128459085
Cellulomonas sp. URHE0023,undefined,week3,3.298185996346678e-6,0.0002834148046237039,1.2983304483687062e-11,-2.188883421279387e-10,0.32378906428668797,8.836351217994686e-8,0.0012383900695375053
Dongia sp. URHE0060,positive,week3,0.9932751907260229,0.0004008286880913409,2.608746465162393e-5,-0.00014118757036313127,-0.060666461159459395,0.026611381077652353,0.004334365354037615
Acidobacteriaceae bacterium URHE0068,positive,week3,9.198486019576306e-8,6.656958072323081e-5,1.2040589063920456e-12,-7.472247369606086e-12,-1.9909383062096042,2.464416901679386e-9,0.00030959757271254964
Micromonosporaceae bacterium URHE0070,negative,week3,9.726485595411849e-7,0.00014010853246792807,6.486372188458828e-12,-6.861656316402671e-11,-1.069773060091224,2.6058761674758882e-8,0.003095975210729212
Bradyrhizobium sp. URHA0002,positive,week6,3.595280969437945e-5,0.0008672372828402281,1.461455754613308e-10,-4.4859592808018664e-10,0.5040888896676405,2.3453571913648026e-7,0.08982376343317994
Bradyrhizobium sp. URHA0013,positive,week6,0.004186160021389703,0.003321948893874323,1.8422437865929978e-7,-1.2371860548756027e-8,0.3264105942976262,2.7308131391758916e-5,0.09238203524876282
Paenibacillus sp. URHA0014,negative,week6,5.970030124939131e-6,0.003281761369763218,1.4350952382166874e-10,3.166247777685138e-11,0.5025001431204582,3.894508719962276e-8,0.0017055144985674777
Lysobacter sp. URHA0019,undefined,week6,2.469132726875226e-7,0.0017723094914179574,1.7273799978169567e-12,-1.7201026566548157e-12,0.5843344580117666,1.6107220121703898e-9,0.0
Nocardioides sp. URHA0020,undefined,week6,8.937020173638661e-7,0.0015633568130691419,6.252588312278293e-12,-7.302371079961926e-12,0.5553793000966072,5.830004584284977e-9,0.0011370096431344298
Comamonadaceae bacterium URHA0028,positive,week6,6.301545778843975e-6,0.0014102258004781729,3.9675420089231234e-11,-5.196497529789933e-11,0.5829373627123713,4.110770711596628e-8,0.04519613414430649
Geodermatophilaceae bacterium URHA0031,negative,week6,3.28206662945231e-5,0.0015006701064859307,4.910136008533235e-10,-3.240123826742215e-10,0.39251121628351404,2.1410339379199605e-7,0.025298465016929804
Nocardioides sp. URHA0032,undefined,week6,8.473048015341571e-5,0.003118730749229011,1.23255982642749e-9,9.576832478760663e-10,0.6755984833888096,5.527335489072303e-7,0.0017055144985674777
Caulobacter sp. URHA0033,positive,week6,3.147050233808039e-5,0.002597220623278738,6.630707233725322e-10,9.480613792517907e-12,0.48415196794567694,2.0529569066202475e-7,0.04206935760875389
Microbacterium sp. URHA0036,undefined,week6,1.0521492753367518e-5,0.0015768851661857948,1.0613749302402497e-10,-6.860145873808503e-11,0.5340077520742765,6.863624540827168e-8,0.0019897669601498342
Streptomyces sp. URHA0041,positive,week6,6.662467240313102e-6,0.0021700513899248577,6.216293984193699e-11,-3.907725177865198e-11,0.5389693681393097,4.346215382644645e-8,0.011938601489972342
Burkholderia sp. URHA0054,positive,week6,9.293588009323833e-6,0.0010122371461638044,4.054785974804106e-11,-1.0068674483461311e-10,0.5776820385390724,6.06260919703777e-8,0.01392836838239051
Mesorhizobium sp. URHA0056,positive,week6,2.106889294000206e-5,0.0021711285998329273,3.369912482256291e-10,-9.595976127760667e-11,0.46336060812305335,1.374414962028793e-7,0.02131893123209347
Staphylococcus sp. URHA0057,undefined,week6,7.294033768340246e-9,0.0034660840640946037,1.945027847982108e-13,1.3544750366042089e-14,0.4402518093735375,4.7582135299174926e-11,0.0
Mesorhizobium sp. URHB0007,positive,week6,2.749475553954165e-5,0.0029232197640981033,5.136149307246717e-10,3.472333044989801e-11,0.5083120560554779,1.793601756792941e-7,0.030983513368065287
Bacillus sp. URHB0009,negative,week6,0.00247240327125223,0.002787362408193392,6.044608367844557e-8,3.136889047861507e-9,0.4654025271477962,1.61285552964496e-5,0.08186469586350725
Intrasporangiaceae bacterium URHB0013,undefined,week6,5.666415497991091e-5,0.002174978817374466,9.774309733348957e-10,-5.182298726582926e-11,0.5252391749209457,3.6964477743034317e-7,0.003979533852568003
Pseudomonas sp. URHB0015,positive,week6,1.2092026073864842e-6,0.0030267160695043502,1.679478521983135e-11,3.3536252826544384e-13,0.5557008377239432,7.888151316013331e-9,0.0005685048554330477
Variovorax sp. URHB0020,positive,week6,0.0003527289808841623,0.002581129098189796,3.778829005255287e-9,1.335867350275194e-9,0.6687172194689239,2.3010036182200726e-6,0.06083001702526447
Marmoricola sp. URHB0036,undefined,week6,2.4474452217848693e-6,0.001077904644925556,1.467880095333134e-11,-2.5372522492017986e-11,0.5365004640151169,1.5965743151033703e-8,0.0017055144985674777
Mycobacterium sp. URHB0044,positive,week6,1.016737924245867e-5,0.001199438910725275,6.184591880857919e-11,-9.759459284805694e-11,0.5547095695319388,6.632620990220289e-8,0.007390562849702958
Geodermatophilaceae bacterium URHB0048,negative,week6,4.5056380233911804e-5,0.0008410086762905011,2.276340351246363e-10,-5.544155756661697e-10,0.4880478223132577,2.9392224501161046e-7,0.06281978398541431
Flavobacterium sp. URHB0058,undefined,week6,3.189427417033817e-5,0.002133765358745068,6.004850666446836e-10,-3.1941525648036366e-11,0.5188831741923869,2.0806013750980202e-7,0.0
Geodermatophilaceae bacterium URHB0062,negative,week6,2.7352992121307832e-5,0.0017125986112368756,3.488358399770798e-10,-2.557396796606809e-10,0.39414965101623667,1.7843539162137631e-7,0.04263786239645528
Mesorhizobium sp. URHC0008,positive,week6,2.587965163476889e-6,0.0030250744512277947,4.83742466621475e-11,-3.684112488412185e-12,0.46234799814969885,1.688241547394554e-8,0.008811824886688078
Sphingomonas sp. URHD0007,positive,week6,0.0003195103019509474,0.0033089229034042465,6.3505422547708475e-9,1.0159771863064706e-9,0.513988390300226,2.084303815934985e-6,0.1111426946652734
Rhodospirillales bacterium URHD0017,positive,week6,3.939046240762467e-6,0.003710038409476126,7.874011004753368e-11,-1.2273600648107572e-11,0.4061170269690402,2.5696101379623206e-8,0.0022740193540005255
Cellulomonas sp. URHD0024,undefined,week6,1.8800031777229756e-6,0.002643803280779959,2.3786175874846913e-11,-1.530922577817476e-12,0.5656892582957457,1.2264073406620487e-8,0.0
Mycobacterium sp. URHD0025,positive,week6,1.0384807176813856e-6,0.0010644943339569962,1.7458612748050082e-11,-1.858285445631417e-11,0.24475087460287315,6.774458630665745e-9,0.007390562849702958
Blastococcus sp. URHD0036,undefined,week6,4.88421293119385e-5,0.00226253728503094,1.225135583430705e-9,-2.2800183750878254e-10,0.48936523575323077,3.186183227321805e-7,0.0008527572492837388
Sphingomonas sp. URHD0057,positive,week6,9.342362906407328e-6,0.001327615066834683,7.624957234667812e-11,-1.2146619407718017e-10,0.3039543923905653,6.094427170822093e-8,0.06537805566553385
Solirubrobacterales bacterium URHD0059,negative,week6,4.392034923946395e-6,0.0013360003849533768,3.143730281350017e-11,-5.394583269897262e-11,0.36989616786798785,2.8651142375705327e-8,0.016486640130241727
Bradyrhizobium sp. URHD0069,positive,week6,0.00012437478069682198,0.0014416650837885702,7.093810524143053e-10,-1.044712601342215e-9,0.596225033494628,8.113504585910404e-7,0.09238203524876282
Solirubrobacter sp. URHD0082,negative,week6,9.031342802592361e-5,0.0014337575802149585,5.709144904411408e-10,-6.358375679177678e-10,0.6189906234930622,5.891535312482717e-7,0.04093234789788779
Rhodospirillales bacterium URHD0088,undefined,week6,2.294033034412302e-5,0.0029669376316464003,2.1789632440972248e-10,2.2426056217209013e-11,0.6519628543058347,1.4964969136552424e-7,0.0022740193540005255
Cellulomonas sp. URHE0023,undefined,week6,5.731409467578136e-6,0.0033068740059169787,5.712082546896154e-11,1.1752542122991962e-11,0.6524604298246555,3.738846150191743e-8,0.0008527572492837388
Dongia sp. URHE0060,positive,week6,0.9919042001098425,0.005767626125842385,7.74568821691321e-5,1.659589431378202e-5,0.3954850677259898,0.00647061987268343,0.007674815243553649
Acidobacteriaceae bacterium URHE0068,positive,week6,1.0359745362283078e-7,0.001956071650399574,1.725339495273237e-12,-1.1250302959892709e-12,0.2916545300481197,6.758109725687784e-10,0.0005685048554330477
Micromonosporaceae bacterium URHE0070,negative,week6,1.2847774828980826e-6,0.00229473202043795,1.4440633532529436e-11,-1.3353282650442509e-11,0.3465994330102282,8.381158898103186e-9,0.0017055144985674777
Bradyrhizobium sp. URHA0002,positive,week9,4.0435171831374077e-7,0.0001353615278460314,2.213467156124996e-11,-2.904916088672862e-10,-130.51057591409887,1.0569944627300759e-7,0.0907542578774968
Bradyrhizobium sp. URHA0013,positive,week9,0.00022504805523438504,0.0003962579616292617,5.155738762635513e-8,-2.6942812038089283e-7,-135.327027976478,5.8828623066799455e-5,0.09245742087717804
Paenibacillus sp. URHA0014,negative,week9,3.0149536340404266e-7,0.00044703700716552133,4.041107881061892e-11,-2.686007478053476e-10,-102.74942290866294,7.881230998246895e-8,0.00048661802475564314
Lysobacter sp. URHA0019,undefined,week9,4.689460362112221e-9,0.00035012067760349766,4.0723727203250564e-13,-3.5590392156925836e-12,-158.26948300021328,1.22584705627461e-9,0.0
Nocardioides sp. URHA0020,undefined,week9,1.5448221710707138e-8,0.00029463047776008577,1.4944935349514025e-12,-1.1943033050178421e-11,-181.59180860093758,4.038238015987454e-9,0.0007299270081456302
Comamonadaceae bacterium URHA0028,positive,week9,1.0935521093963262e-7,0.00025142425093022444,8.025979906439135e-12,-8.259856027598247e-11,-134.2567257217292,2.8585967908311266e-8,0.035523114357770225
Geodermatophilaceae bacterium URHA0031,negative,week9,5.755201040180366e-7,0.00017541356600758734,7.479524385085524e-11,-5.245077912559631e-10,-178.52685336979766,1.504436696037233e-7,0.017518248195495127
Nocardioides sp. URHA0032,undefined,week9,8.35929921822372e-6,0.0004731352664277023,6.910405842814008e-10,-6.973747037789519e-9,-72.9502092573618,2.18516024188392e-6,0.0019464720410469036
Caulobacter sp. URHA0033,positive,week9,1.157345573055748e-6,0.0003206559746272568,1.2462028590779635e-10,-1.0210133672439422e-9,-75.92941726857948,3.025355913625461e-7,0.03819951340696276
Microbacterium sp. URHA0036,undefined,week9,2.1924966258721136e-7,0.00020862416817243336,1.1946473495625681e-11,-1.7009980327736034e-10,-54.239586911382744,5.7312895880982995e-8,0.0014598540162912605
Streptomyces sp. URHA0041,positive,week9,1.6470737271218916e-7,0.0005077142900990635,1.2211749836739953e-11,-1.226437513593287e-10,-96.53274536602504,4.305528406151616e-8,0.014598540162912604
Burkholderia sp. URHA0054,positive,week9,1.2039485388148083e-7,0.00015088329001158372,4.783707018329408e-12,-8.570994255926984e-11,-78.1588897800097,3.14717826412653e-8,0.02092457419485762
Mesorhizobium sp. URHA0056,positive,week9,6.70928364280562e-7,0.00037639133061252917,7.360372836896556e-11,-5.639400364030505e-10,-106.30748760328375,1.7538383882490408e-7,0.03187347931704207
Staphylococcus sp. URHA0057,undefined,week9,3.6908611652271706e-10,0.0004601933446264403,5.3866919237250455e-14,-3.3467565515822505e-13,-110.63194221107496,9.648085163628753e-11,0.0
Mesorhizobium sp. URHB0007,positive,week9,1.1045909842764507e-6,0.0004665786182514963,1.2474362313677843e-10,-9.200878370689058e-10,-92.2225140961875,2.887452930411096e-7,0.04841849146302591
Bacillus sp. URHB0009,negative,week9,0.00012027701785888692,0.00036589760975404756,1.6043885093789795e-8,-1.1203050324164087e-7,-98.25265227517257,3.144097974919121e-5,0.06885644769110355
Intrasporangiaceae bacterium URHB0013,undefined,week9,2.295899224602245e-6,0.00026806664979120816,2.0082184683422336e-10,-2.03107653358448e-9,-66.15176975511403,6.00158885811363e-7,0.003892944024118138
Pseudomonas sp. URHB0015,positive,week9,4.689358179019676e-8,0.0006055480326763242,4.291539029555726e-12,-3.629412840740785e-11,-75.76077626876304,1.2258203451322768e-8,0.00048661802475564314
Variovorax sp. URHB0020,positive,week9,1.4379116916617801e-5,0.0003865491825262931,8.072955479899725e-10,-1.1037882546901918e-8,-52.934278112397,3.7587689804301975e-6,0.051581508478998415
Marmoricola sp. URHB0036,undefined,week9,3.4265510082658696e-8,0.00014615037532235626,1.8516302067679627e-12,-2.5575159889506986e-11,-96.88632081461252,8.957165947268103e-9,0.0014598540162912605
Mycobacterium sp. URHB0044,positive,week9,1.4667739238257988e-7,0.00016906280268274795,7.31840289378374e-12,-1.0806189455920454e-10,-86.64583753250696,3.8342162165805004e-8,0.009975669130648835
Geodermatophilaceae bacterium URHB0048,negative,week9,5.047795523156639e-7,8.988924761143402e-5,3.8524180939570776e-11,-3.842996984515587e-10,-173.56738291970748,1.319517557442496e-7,0.05328467153665533
Flavobacterium sp. URHB0058,undefined,week9,1.407704151384691e-6,0.0002322534914546661,1.2060552714900655e-10,-1.3167026012833873e-9,-56.55610201107163,3.679805045421506e-7,0.0
Geodermatophilaceae bacterium URHB0062,negative,week9,3.916478374446745e-7,0.00023508539382516343,4.6839123543509957e-11,-3.2261938879942726e-10,-180.27333713417462,1.0237859189657911e-7,0.03430656932486895
Mesorhizobium sp. URHC0008,positive,week9,7.629687357554344e-8,0.0005248797386765984,1.3047241880596083e-11,-6.639072320008748e-11,-202.85738754926402,1.994436260325039e-8,0.009245742122503205
Sphingomonas sp. URHD0007,positive,week9,1.380596155791383e-5,0.0005455966875482614,2.0038181483268622e-9,-1.1843747934163414e-8,-146.1981479155116,3.6089434664047807e-6,0.13041362530075082
Rhodospirillales bacterium URHD0017,positive,week9,1.0298689981174182e-7,0.0007575820492369573,1.5560427896296875e-11,-8.45532017212769e-11,-141.86887013358998,2.6921261343641734e-8,0.0009732359915356172
Cellulomonas sp. URHD0024,undefined,week9,5.6133973254113265e-8,0.0004551910494272551,4.4012959394246485e-12,-4.313348342958705e-11,-75.06759214624142,1.4673685361860777e-8,0.0
