isolate,response,sample,relabundance,measurement,rgrowth,BR,BP,CUE,biomass
Intrasporangiaceae bacterium URHB0013,undefined,week3,0.0001516225648555995,0.004024767855095963,-0.00013299110681134915,2.3109747928090274e-10,-7.622862776786603e-10,-0.13749913278552173,2.405901704207845e-5
Pseudomonas sp. URHB0015,positive,week3,5.200050224599741e-6,0.006811145493112626,-0.00013259306351583552,2.534823835845844e-12,-1.904333514289174e-11,0.4993215647341348,8.251284832996857e-7
Variovorax sp. URHB0020,positive,week3,0.0009120565692594584,0.056037151660921956,-0.00013354572712210598,1.763067615674605e-9,-4.929348130195362e-9,-1.273255254970123,0.00014472242020210452
Marmoricola sp. URHB0036,undefined,week3,8.355993811689583e-6,0.0024767802128459085,-0.00013418540243794727,1.124474137854567e-10,-1.4291097380665047e-10,-23.060698440662186,1.3259042129408837e-6
Mycobacterium sp. URHB0044,positive,week3,3.476505536578105e-5,0.010216718276554387,-0.00013422219671085085,3.5264226064751975e-10,-4.792210180781557e-10,-18.12433148356303,5.516415451161246e-6
Geodermatophilaceae bacterium URHB0048,negative,week3,0.0001623117620124654,0.08111455106701,-0.00013461375255106333,5.611552022548167e-9,-6.220635961941951e-9,-83.75249566295565,2.575514701328752e-5
Flavobacterium sp. URHB0058,undefined,week3,8.411927712640601e-5,0.0,-0.0001328726238926691,8.902363572593211e-11,-3.9516679600221884e-10,0.3063482251121429,1.3347796377662855e-5
Geodermatophilaceae bacterium URHB0062,negative,week3,9.602167639491621e-5,0.055417956663038656,-0.0001344254673760822,2.6632378992254307e-9,-3.023789339768319e-9,-52.17910798713156,1.5236433646894048e-5
Mesorhizobium sp. URHC0008,positive,week3,5.885294789280705e-6,0.004643962852979267,-0.0001339507072888846,1.9566635095623145e-10,-2.1682174683134244e-10,-49.900863763003954,9.338610500871687e-7
Sphingomonas sp. URHD0007,positive,week3,0.0008228055314183943,0.06934984514820555,-0.0001338983012083867,1.208672381405057e-8,-1.5056122219042957e-8,-19.34730926894895,0.0001305603313172056
Rhodospirillales bacterium URHD0017,positive,week3,1.1809279272811502e-5,0.0027863777117875604,-0.00013248400137474145,1.6256869236491143e-11,-5.361835130451357e-11,-0.5191309988809198,1.8738612656356412e-6
Cellulomonas sp. URHD0024,undefined,week3,6.576677966018959e-6,0.0,-0.0001335118319132852,8.32411324318426e-12,-3.084817185898806e-11,-0.6510408875979872,1.043567673554419e-6
Mycobacterium sp. URHD0025,positive,week3,1.2624955770831096e-5,0.01052631577549604,-0.00013413563911790507,2.764376992200687e-10,-3.3580064595504986e-10,-21.907670080508613,2.0032903831641955e-6
Blastococcus sp. URHD0036,undefined,week3,5.689295414080885e-5,0.0009287925705958535,-0.00013339418890113324,6.453508386786264e-10,-9.581426389762295e-10,-6.695800503024341,9.027604529388476e-6
Sphingomonas sp. URHD0057,positive,week3,3.402627919972394e-5,0.041486068104100854,-0.0001338476409569408,3.3223459298367183e-9,-3.442574272007168e-9,-196.81987780653418,5.39918864929058e-6
Solirubrobacterales bacterium URHD0059,negative,week3,1.947938140788543e-5,0.01919504648357127,-0.0001340608583097806,3.057846930625764e-10,-3.753158129979431e-10,-34.914358544445456,3.0909302299944177e-6
Bradyrhizobium sp. URHD0069,positive,week3,0.0004116489817478981,0.09876160990833122,-0.00013417379008873767,7.195696525799945e-9,-8.677141985437298e-9,-35.2560843996685,6.531923448636456e-5
Solirubrobacter sp. URHD0082,negative,week3,0.0002967356517270927,0.057585139303172016,-0.00013437506735221137,4.843808584552208e-9,-5.940958838830791e-9,-31.45212121742945,4.708512950360321e-5
Rhodospirillales bacterium URHD0088,undefined,week3,7.810823557548347e-5,0.0024767802128459085,-0.0001318982824162519,3.2112961927173297e-11,-2.6744860966650467e-10,0.6115346277578646,1.2393982205926489e-5
Cellulomonas sp. URHE0023,undefined,week3,2.264953545815963e-5,0.0012383900695375053,-0.0001319389584503733,8.197229632831876e-12,-7.745713299773286e-11,0.6322966092649551,3.5939608336133373e-6
Dongia sp. URHE0060,positive,week3,0.9874573923506449,0.004334365354037615,-0.0001275021573852734,2.823682045774286e-6,-5.971877180278421e-6,0.44280024138282015,0.15668679825800444
Acidobacteriaceae bacterium URHE0068,positive,week3,3.1797470426726494e-7,0.00030959757271254964,-0.00013422251491357505,1.4631705101638465e-11,-1.580902232294984e-11,-76.6541692980949,5.045527910836853e-8
Micromonosporaceae bacterium URHE0070,negative,week3,4.867974939555947e-6,0.003095975210729212,-0.00013236712158068653,6.930486138665142e-11,-8.50313332606908e-11,-18.15626566338109,7.724357660268276e-7
Bradyrhizobium sp. URHA0002,positive,week6,0.0001522677234362643,0.08982376343317994,-0.00013454617456880885,3.2809973328489213e-9,-3.8374033371773376e-9,-61.05925010549663,2.3992718899898748e-5
Bradyrhizobium sp. URHA0013,positive,week6,0.004179757490144794,0.09238203524876282,-0.00013233617784344802,1.4000623461690794e-8,-3.039611530674994e-8,-0.7449426749283923,0.0006586014702765735
Paenibacillus sp. URHA0014,negative,week6,1.8964064493861278e-5,0.0017055144985674777,-0.0001338880060298608,4.856832890981593e-11,-1.188876072302374e-10,-1.980796927008749,2.988154405494979e-6
Lysobacter sp. URHA0019,undefined,week6,9.706876073699907e-7,0.0,-0.00013388467811993707,2.8885948821529586e-11,-3.230139785490473e-11,-54.60273578793102,1.529505687591887e-7
Nocardioides sp. URHA0020,undefined,week6,3.09682097888512e-6,0.0011370096431344298,-0.00013392125991808302,1.1617972639098058e-10,-1.2711117388776426e-10,-67.27542188221932,4.879639200805461e-7
Comamonadaceae bacterium URHA0028,positive,week6,2.6017809676465656e-5,0.04519613414430649,-0.00013397970192646785,6.407540913881218e-10,-7.332349676006718e-10,-43.09950638911362,4.099608110446318e-6
Geodermatophilaceae bacterium URHA0031,negative,week6,8.181425713043019e-5,0.025298465016929804,-0.0001339980030836931,2.417247439693334e-9,-2.7341241695422046e-9,-34.1424996846294,1.2891415390183407e-5
Nocardioides sp. URHA0032,undefined,week6,0.0001005791129201816,0.0017055144985674777,-0.00013320903132323745,6.632381515585259e-10,-1.0092969698552984e-9,-5.076053954297888,1.584818061921827e-5
Caulobacter sp. URHA0033,positive,week6,8.24038424927126e-5,0.04206935760875389,-0.00013327440644581663,8.601629383623276e-11,-3.7459785743853965e-10,0.10815556565169637,1.2984315944191217e-5
Microbacterium sp. URHA0036,undefined,week6,3.275686894556677e-5,0.0019897669601498342,-0.00013339768146777172,3.96725946802067e-11,-1.512134056847089e-10,-0.28073330579605993,5.16147697565582e-6
Streptomyces sp. URHA0041,positive,week6,2.9915786070886735e-5,0.011938601489972342,-0.00013244686155743362,6.731481081793555e-11,-1.6192903413122318e-10,-1.553073852787417,4.713809530151213e-6
Burkholderia sp. URHA0054,positive,week6,3.299791761351149e-5,0.01392836838239051,-0.0001341608567675509,3.52121952050926e-10,-4.700077021399566e-10,-21.173126829445575,5.199458846013352e-6
Mesorhizobium sp. URHA0056,positive,week6,4.0584429194275934e-5,0.02131893123209347,-0.0001322602285410972,1.422566110598712e-10,-2.6613748371052106e-10,-1.5921373047595093,6.394860180455037e-6
Staphylococcus sp. URHA0057,undefined,week6,1.5750306842830953e-8,0.0,-0.00013327280514679064,4.4207639176777296e-14,-9.901335366771635e-14,-1.5292750271404754,2.4817648556056055e-9
Mesorhizobium sp. URHB0007,positive,week6,7.674595846516283e-5,0.030983513368065287,-0.00013322619953340118,1.1900890694251894e-10,-3.762168524717766e-10,-0.5613826992832271,1.2092807107139156e-5
Bacillus sp. URHB0009,negative,week6,0.004431771395163358,0.08186469586350725,-0.00013300395895279914,1.112803882245482e-8,-2.660207823290827e-8,-0.897000039713242,0.0006983111253861616
Intrasporangiaceae bacterium URHB0013,undefined,week6,0.0001518081310082061,0.003979533852568003,-0.00013299110429377327,2.2976514783629738e-10,-7.578911088059094e-10,-0.13749852588456557,2.392030124180236e-5
Pseudomonas sp. URHB0015,positive,week6,5.2145968363401676e-6,0.0005685048554330477,-0.00013259306057900868,2.5241721140261447e-12,-1.896329144267592e-11,0.49932158672592664,8.216603837449507e-7
Variovorax sp. URHB0020,positive,week6,0.000912776807651408,0.06083001702526447,-0.00013354572301990965,1.7521427398508857e-9,-4.89880112871507e-9,-1.27325189908129,0.00014382560446892087
Marmoricola sp. URHB0036,undefined,week6,8.250831770629056e-6,0.0017055144985674777,-0.0001341853998056721,1.1025712806598803e-10,-1.4012730145635776e-10,-23.06066163310296,1.3000778030671626e-6
Mycobacterium sp. URHB0044,positive,week6,3.44587884928417e-5,0.007390562849702958,-0.00013422219347004202,3.4709553265962195e-10,-4.716832866473747e-10,-18.124295618268963,5.429647250790342e-6
Geodermatophilaceae bacterium URHB0048,negative,week6,0.00015640443812418576,0.06281978398541431,-0.00013461374978643496,5.369571722574393e-9,-5.952390727800744e-9,-83.75231963155176,2.4644538145872607e-5
Flavobacterium sp. URHB0058,undefined,week6,8.425418372373602e-5,0.0,-0.0001328726202615254,8.85440161992754e-11,-3.93037390820567e-10,0.3063484938119224,1.3275872920436547e-5
Geodermatophilaceae bacterium URHB0062,negative,week6,9.325716236979918e-5,0.04263786239645528,-0.00013442546474885236,2.5685052242072954e-9,-2.9162315839625644e-9,-52.179014783935415,1.4694465981671876e-5
Mesorhizobium sp. URHC0008,positive,week6,5.680787384222254e-6,0.008811824886688078,-0.0001339507060116262,1.8754868934458664e-10,-2.0782640289792562e-10,-49.90082720775169,8.951177029765378e-7
Sphingomonas sp. URHD0007,positive,week6,0.0008113338054348851,0.1111426946652734,-0.0001338982998344932,1.1835007743682001e-8,-1.4742565559152813e-8,-19.347294299137257,0.00012784130141626763
Rhodospirillales bacterium URHD0017,positive,week6,1.1830359077709529e-5,0.0022740193540005255,-0.00013248399665946085,1.617220554006479e-11,-5.333907829124625e-11,-0.5191296422168616,1.8641014223553421e-6
Cellulomonas sp. URHD0024,undefined,week6,6.587279551921093e-6,0.0,-0.00013351182696579999,8.279332135425343e-12,-3.068219584032839e-11,-0.6510383875837125,1.0379530411147732e-6
Mycobacterium sp. URHD0025,positive,week6,1.23306674136121e-5,0.007390562849702958,-0.0001341356390796886,2.6810910380848785e-10,-3.256835446057631e-10,-21.907667161668467,1.9429346576313067e-6
Blastococcus sp. URHD0036,undefined,week6,5.6193852448658674e-5,0.0008527572492837388,-0.00013339419051329015,6.329709217011794e-10,-9.397624160130046e-10,-6.695804386089465,8.854426107364754e-6
Sphingomonas sp. URHD0057,positive,week6,3.0501469203283955e-5,0.06537805566553385,-0.00013384764150976993,2.9573908058522144e-9,-3.064412232969861e-9,-196.81990444964572,4.806095212519746e-6
Solirubrobacterales bacterium URHD0059,negative,week6,1.9186405019560024e-5,0.016486640130241727,-0.00013406085628350596,2.9908302651310044e-10,-3.6709027116050455e-10,-34.91431689437838,3.0231884469369835e-6
Bradyrhizobium sp. URHD0069,positive,week6,0.0004046136967967835,0.09238203524876282,-0.00013417378636172676,7.0233442063477244e-9,-8.469305463438674e-9,-35.256008229309145,6.375469778634695e-5
Solirubrobacter sp. URHD0082,negative,week6,0.0002920193962622961,0.04093234789788779,-0.00013437506378020787,4.733545154166984e-9,-5.805719765962991e-9,-31.45204796470324,4.601329244127107e-5
Rhodospirillales bacterium URHD0088,undefined,week6,7.834818500725296e-5,0.0022740193540005255,-0.00013189827646286752,3.198679173734016e-11,-2.6639734899128645e-10,0.6115346556140077,1.2345268825031827e-5
Cellulomonas sp. URHE0023,undefined,week6,2.271922656269418e-5,0.0008527572492837388,-0.00013193895495711857,8.165060063764194e-12,-7.715306059173185e-11,0.6322965733910311,3.579852671600484e-6
Dongia sp. URHE0060,positive,week6,0.9875064629071018,0.007674815243553649,-0.00012750215880483014,2.8041093527872307e-6,-5.930572200275214e-6,0.44280020165022105,0.15560070408671148
Acidobacteriaceae bacterium URHE0068,positive,week6,3.024134234122021e-7,0.0005685048554330477,-0.00013422251333427662,1.3818503270138905e-11,-1.493038729676262e-11,-76.65409349670962,4.765107204431344e-8
Micromonosporaceae bacterium URHE0070,negative,week6,4.804694694337213e-6,0.0017055144985674777,-0.00013236712282495272,6.792642068643876e-11,-8.334010138467181e-11,-18.156269907526312,7.570723893387703e-7
Bradyrhizobium sp. URHA0002,positive,week9,0.00014892688943626787,0.0907542578774968,-0.0001345461713046694,3.1866121962617573e-9,-3.7270118304778705e-9,-61.05910714042592,2.330251501989928e-5
Bradyrhizobium sp. URHA0013,positive,week9,0.004173832606289343,0.09245742087717804,-0.00013233617816448112,1.3883194021868644e-8,-3.0141170701085114e-8,-0.7449427163857059,0.0006530774755772012
Paenibacillus sp. URHA0014,negative,week9,1.8959197252126436e-5,0.00048661802475564314,-0.00013388800252329722,4.8216965853952386e-11,-1.1802747720127392e-10,-1.9807926581808668,2.9665359990075743e-6
Lysobacter sp. URHA0019,undefined,week9,9.405521599845035e-7,0.0,-0.00013388467763194822,2.7793811362259498e-11,-3.108012685058042e-11,-54.60271735758813,1.4716772047009627e-7
Nocardioides sp. URHA0020,undefined,week9,2.9737995259353743e-6,0.0007299270081456302,-0.00013392125902971408,1.1078577627167945e-10,-1.2120970159509401e-10,-67.27538569377552,4.6530890681721747e-7
Comamonadaceae bacterium URHA0028,positive,week9,2.535927608491136e-5,0.035523114357770225,-0.0001339797011592401,6.201768865114426e-10,-7.096878205422336e-10,-43.09948488069354,3.967953094966814e-6
Geodermatophilaceae bacterium URHA0031,negative,week9,7.926127187841838e-5,0.017518248195495127,-0.00013399800260124856,2.325472584951632e-9,-2.6303185358769933e-9,-34.14248814883041,1.2401971097593955e-5
Nocardioides sp. URHA0032,undefined,week9,0.00010011568272556552,0.0019464720410469036,-0.00013320903063251835,6.555742572700843e-10,-9.976342283003647e-10,-5.076052088424847,1.5665050208668518e-5
Caulobacter sp. URHA0033,positive,week9,8.25472824048049e-5,0.03819951340696276,-0.0001332744008297092,8.556470005703665e-11,-3.72630635574363e-10,0.10815637637015818,1.291613150164535e-5
Microbacterium sp. URHA0036,undefined,week9,3.281121480542881e-5,0.0014598540162912605,-0.00013339767564110892,3.94610773405405e-11,-1.5040704330593886e-10,-0.28073137681253324,5.1339541752253165e-6
Streptomyces sp. URHA0041,positive,week9,2.9937784070712492e-5,0.014598540162912604,-0.0001324468622718994,6.689411822350999e-11,-1.6091703951039652e-10,-1.5530741391204366,4.684349922374648e-6
Burkholderia sp. URHA0054,positive,week9,3.2686154815616475e-5,0.02092457419485762,-0.00013416085290728126,3.463605994105866e-10,-4.623174870900915e-10,-21.17307929013263,5.114386101910809e-6
Mesorhizobium sp. URHA0056,positive,week9,4.056045631770999e-5,0.03187347931704207,-0.00013226022829986947,1.4118024704128486e-10,-2.6412377797407405e-10,-1.5921370168067157,6.3464740728495504e-6
Staphylococcus sp. URHA0057,undefined,week9,1.5745948193054437e-8,0.0,-0.00013327280230620425,4.388693932572144e-14,-9.82950385356845e-14,-1.529272791591921,2.463760544923136e-9
Mesorhizobium sp. URHB0007,positive,week9,7.68478364891528e-5,0.04841849146302591,-0.00013322619525150563,1.1833518285260463e-10,-3.7408678961758615e-10,-0.5613809792997064,1.2024342083647588e-5
Bacillus sp. URHB0009,negative,week9,0.004432001830920498,0.06885644769110355,-0.00013300395657809825,1.1050944346380938e-8,-2.6417772368229967e-8,-0.8969988592839162,0.0006934730834987494
Intrasporangiaceae bacterium URHB0013,undefined,week9,0.00015199375068367335,0.003892944024118138,-0.00013299110112378274,2.2844051610606038e-10,-7.535212599990076e-10,-0.13749778136723045,2.378238524717745e-5
Pseudomonas sp. URHB0015,positive,week9,5.2291781678316304e-6,0.00048661802475564314,-0.00013259305690206983,2.513565570005821e-12,-1.888358364157476e-11,0.4993216229064953,8.182068614934178e-7
Variovorax sp. URHB0020,positive,week9,0.0009134965718058305,0.051581508478998415,-0.00013354571841309927,1.741285612036297e-9,-4.868443337104666e-9,-1.2732481812284795,0.00014293434628030271
Marmoricola sp. URHB0036,undefined,week9,8.146983911345727e-6,0.0014598540162912605,-0.0001341853968119826,1.0810950580658297e-10,-1.373978500868369e-10,-23.0606205011428,1.27475444951299e-6
Mycobacterium sp. URHB0044,positive,week9,3.41551807038112e-5,0.009975669130648835,-0.00013422218988849463,3.4163605094138303e-10,-4.642641156703805e-10,-18.124256481869555,5.3442438391794565e-6
Geodermatophilaceae bacterium URHB0048,negative,week9,0.00015071193867257648,0.05328467153665533,-0.00013461374676471447,5.1380260587224395e-9,-5.69571271674181e-9,-83.75212929513127,2.358182077051151e-5
Flavobacterium sp. URHB0058,undefined,week9,8.438921033579053e-5,0.0,-0.00013287261597922856,8.80669920386283e-11,-3.9091944748585314e-10,0.306348807626435,1.3204337032828037e-5
Geodermatophilaceae bacterium URHB0062,negative,week9,9.05721366734193e-5,0.03430656932486895,-0.0001344254617985084,2.477142242793794e-9,-2.812499710680341e-9,-52.1789116884637,1.4171776387768585e-5
Mesorhizobium sp. URHC0008,positive,week9,5.483380117329014e-6,0.009245742122503205,-0.00013395070423634874,1.797678077534446e-10,-1.99204250954166e-10,-49.90077935536749,8.579817118825773e-7
Sphingomonas sp. URHD0007,positive,week9,0.0008000211064927738,0.13041362530075082,-0.00013389829794773785,1.1588533933283825e-8,-1.4435538920090638e-8,-19.34727487113623,0.00012517889765140244
Rhodospirillales bacterium URHD0017,positive,week9,1.185146297385009e-5,0.0009732359915356172,-0.00013248399118545508,1.6087983975822737e-11,-5.3061259045932104e-11,-0.5191281016061424,1.85439241362861e-6
Cellulomonas sp. URHD0024,undefined,week9,6.597890694036865e-6,0.0,-0.00013351182152853607,8.234792335081375e-12,-3.0517112385911216e-11,-0.6510356749579178,1.0323686177790129e-6
Mycobacterium sp. URHD0025,positive,week9,1.2043225169645729e-5,0.009489051105893192,-0.0001341356386068302,2.600314364296531e-10,-3.1587125345384416e-10,-21.907659307411343,1.8843973473561019e-6
Blastococcus sp. URHD0036,undefined,week9,5.5503277873017876e-5,0.0009732359915356172,-0.0001333941914579263,6.208285008247056e-10,-9.217347735088706e-10,-6.695806501880637,8.68456979921768e-6
Sphingomonas sp. URHD0057,positive,week9,2.7341765897127683e-5,0.06642335768327667,-0.00013384764154285444,2.6325255002764e-9,-2.7277907704111796e-9,-196.81988689316205,4.278152272568907e-6
Solirubrobacterales bacterium URHD0059,negative,week9,1.889781350141487e-5,0.017761557178885112,-0.00013406085385165962,2.925282365435341e-10,-3.590450023263281e-10,-34.91426859594405,2.956931314599349e-6
Bradyrhizobium sp. URHD0069,positive,week9,0.0003976981941133103,0.09245742087717804,-0.00013417378228822445,6.855120109997607e-9,-8.26644706493592e-9,-35.25592589082598,6.22276351624072e-5
Solirubrobacter sp. URHD0082,negative,week9,0.0002873777717936304,0.03357664231672332,-0.0001343750599046082,4.625791749542209e-9,-5.673559243298187e-9,-31.451969252187816,4.496585451394948e-5
Rhodospirillales bacterium URHD0088,undefined,week9,7.85887818475913e-5,0.0014598540162912605,-0.00013189826965674607,3.186112276775303e-11,-2.653502106375327e-10,0.6115346912556292,1.2296746922809947e-5
Cellulomonas sp. URHE0023,undefined,week9,2.278910607383965e-5,0.00048661802475564314,-0.00013193895057000347,8.133018238894455e-12,-7.685017902818764e-11,0.6322965433422483,3.565799894068038e-6
Dongia sp. URHE0060,positive,week9,0.9875543038463824,0.016058394179203864,-0.00012750215817473526,2.7846726876658995e-6,-5.889551188311805e-6,0.4428001592056273,0.15452212213291763
Acidobacteriaceae bacterium URHE0068,positive,week9,2.8761336338823616e-7,0.00048661802475564314,-0.0001342225113517594,1.3050497646322842e-11,-1.41005851038465e-11,-76.65400157528147,4.5002717411527234e-8
Micromonosporaceae bacterium URHE0070,negative,week9,4.7422316275652375e-6,0.0014598540162912605,-0.00013236712317648463,6.65753969535674e-11,-8.168250693474878e-11,-18.15626992324592,7.420145827760038e-7
Bradyrhizobium sp. URHA0002,positive,week12,0.00014244573733636213,0.11606677098838937,-0.00013454616400632898,3.0054286922834095e-9,-3.5151021761144864e-9,-61.05878688803993,2.197758648153403e-5
Bradyrhizobium sp. URHA0013,positive,week12,0.004161962281254754,0.1165884194186941,-0.00013233617616980264,1.3650655123578921e-8,-2.963630842653453e-8,-0.7449419707103586,0.0006421384569281139
Paenibacillus sp. URHA0014,negative,week12,1.8949378962177385e-5,0.0005216484303047304,-0.00013388799416183547,4.751996146633602e-11,-1.1632120759660783e-10,-1.980782492219947,2.923650947372399e-6
Lysobacter sp. URHA0019,undefined,week12,8.829035002615571e-7,0.0,-0.00013388467479221822,2.5726418262700147e-11,-2.8768286367056958e-11,-54.60264198825411,1.3622091046521048e-7
Nocardioides sp. URHA0020,undefined,week12,2.741605759187977e-6,0.0,-0.00013392125569565137,1.0071129672085591e-10,-1.1018730325667804e-10,-67.27526712267574,4.2299530191307813e-7
Comamonadaceae bacterium URHA0028,positive,week12,2.4088329680967456e-5,0.03573291601536804,-0.00013397969827737643,5.808798077590185e-10,-6.647189204809414e-10,-43.0994121915174,3.716526437776559e-6
Geodermatophilaceae bacterium URHA0031,negative,week12,7.437864987326928e-5,0.013041210198275538,-0.00013399800026234315,2.1517873483658485e-9,-2.43386483344026e-9,-34.14244088827106,1.147569060708028e-5
Nocardioides sp. URHA0032,undefined,week12,9.919238930581181e-5,0.0018257694749919608,-0.00013320902727893366,6.404703550614492e-10,-9.746493641057467e-10,-5.076044220535027,1.530413864986874e-5
Caulobacter sp. URHA0033,positive,week12,8.28354350405893e-5,0.03468961921690776,-0.00013327438802656323,8.466619762961558e-11,-3.687164657600429e-10,0.10815823896206878,1.278046624197101e-5
Microbacterium sp. URHA0036,undefined,week12,3.2920370443322756e-5,0.0013041210446872301,-0.0001333976625785805,3.9040283335768415e-11,-1.4880282695433289e-10,-0.2807270365423167,5.079199293368902e-6
Streptomyces sp. URHA0041,positive,week12,2.9981852925623223e-5,0.015388628103572227,-0.00013244686122440498,6.605834199169005e-11,-1.5890651431804305e-10,-1.5530731673351812,4.625822982639114e-6
Burkholderia sp. URHA0054,positive,week12,3.206966669775865e-5,0.026082420458700267,-0.00013416084419527258,3.3508886202060745e-10,-4.4727203993992387e-10,-21.1729720434387,4.9479464002468596e-6
Mesorhizobium sp. URHA0056,positive,week12,4.051229158357747e-5,0.0477308294151833,-0.0001322602252587303,1.3904612042779854e-10,-2.601311148222215e-10,-1.5921349626831471,6.2505372817212e-6
Staphylococcus sp. URHA0057,undefined,week12,1.5737160060717173e-8,0.0,-0.00013327279599863417,4.3250779768366113e-14,-9.687013102419564e-14,-1.529266809033873,2.4280459540284615e-9
Mesorhizobium sp. URHB0007,positive,week12,7.705231091775348e-5,0.06051121542938107,-0.00013322618497684503,1.1699553735893108e-10,-3.698512445205287e-10,-0.5613768420761105,1.188820289369723e-5
Bacillus sp. URHB0009,negative,week12,0.004432449749736053,0.05659885235746857,-0.00013300394984677705,1.0897940765165939e-8,-2.605198812894356e-8,-0.8969955512104235,0.0006838712728191339
Intrasporangiaceae bacterium URHB0013,undefined,week12,0.00015236620177595543,0.002608242027225269,-0.00013299109289416025,2.258070195960004e-10,-7.448333343684411e-10,-0.13749583929288467,2.3508189427154703e-5
Pseudomonas sp. URHB0015,positive,week12,5.258526820112415e-6,0.0,-0.0001325930474095198,2.492429755553163e-12,-1.8724737703779177e-11,0.49932176070169654,8.113245795596388e-7
Variovorax sp. URHB0020,positive,week12,0.0009149388153921238,0.0477308294151833,-0.00013354570775423122,1.7197143498151435e-9,-4.80812691023216e-9,-1.2732395741275053,0.00014116355685049828
Marmoricola sp. URHB0036,undefined,week12,7.942616136260233e-6,0.0010432967984602695,-0.0001341853897590313,1.0392774148202294e-10,-1.3208316906984443e-10,-23.060524189923257,1.2254458173928603e-6
Mycobacterium sp. URHB0044,positive,week12,3.3554231585210384e-5,0.010432968171050268,-0.0001342221817375489,3.309446077062474e-10,-4.497349535924189e-10,-18.12416746339687,5.176996098830507e-6
Geodermatophilaceae bacterium URHB0048,negative,week12,0.00013991207620556485,0.04147104850012331,-0.00013461373997414577,4.70332207036795e-9,-5.213825227282888e-9,-83.75170134846005,2.158667442155774e-5
Flavobacterium sp. URHB0058,undefined,week12,8.466038398898847e-5,0.0,-0.00013287260550885147,8.711809494736065e-11,-3.86706246934391e-10,0.306349595657771,1.3062032921942056e-5
Geodermatophilaceae bacterium URHB0062,negative,week12,8.541782902928143e-5,0.025039123598090806,-0.00013442545497106516,2.3035929652015585e-9,-2.61545498856762e-9,-52.17867367465684,1.3178897169264102e-5
Mesorhizobium sp. URHC0008,positive,week12,5.10790047582812e-6,0.011997913399815268,-0.00013395069920853602,1.651227336268479e-10,-1.8297574677637043e-10,-49.90064847729353,7.880848282704273e-7
